STA_AWAL,STA_AKHIR,Panjang,Nm_Ruas,Kondisi,Tipe_Perke,Lebar_STA,No
0+100,0+106,106.36471350200,Jl. Durian,RR,aspal,5,245
0+100,0+198,198.57722979100,Jl. Gang Abimanyu,RR,aspal,5,247
0+100,0+119,119.96597349300,Jl. Gang Anggrek V,RR,aspal,5,249
0+100,0+130,130.87169661800,Jl. Gang Bayusuto 2,RR,aspal,5,253
0+100,0+135,135.52926666300,Jl. Gang Bayusuto 3,RR,aspal,5,255
0+100,0+143,143.90000708900,Jl. Gang Bayusuto 4,RR,aspal,5,257
0+000,0+100,224.73984898300,Jl. Gang Buntu,RR,makadam,5,259
0+200,0+224,224.73984898300,Jl. Gang Buntu,RR,makadam,5,260
0+100,0+126,126.59416612100,Jl. Gang Cemer 1,RR,makadam,5,263
0+100,0+108,108.40731715800,Jl. Gang Kantil 2,RR,makadam,5,266
0+100,0+103,103.35599802900,Jl. Gang Mangga,RR,makadam,5,270
0+100,0+186,186.74829802700,Jl. Gang Masjid,RR,makadam,5,272
0+100,0+112,112.03293487600,Jl. Gang Rukun,RR,makadam,5,274
0+000,0+100,204.27965605500,Jl. Gang Sadewo 1,RR,lapen,5,276
0+200,0+204,204.27965605500,Jl. Gang Sadewo 1,RR,lapen,5,277
0+000,0+100,399.89229234000,Jl. Gang Sentiaki 1,RR,lapen,5,280
0+100,0+200,399.89229234000,Jl. Gang Sentiaki 1,RR,lapen,5,281
0+300,0+399,399.89229234000,Jl. Gang Sentiaki 1,RR,lapen,5,282
0+100,0+195,195.13213763500,Jl. Gang Sentiaki 2,RR,lapen,5,284
0+000,0+100,260.32911066300,Jl. Gang Tangah,RR,lapen,5,286
0+200,0+260,260.32911066300,Jl. Gang Tangah,RR,lapen,5,287
0+000,0+100,347.25600437600,Jl. Gatot Kaca,RR,tanah,5,290
0+100,0+200,347.25600437600,Jl. Gatot Kaca,RR,tanah,5,291
0+300,0+347,347.25600437600,Jl. Gatot Kaca,RR,tanah,5,292
0+000,0+100,1138.85027180000,Jl. Gatot Kaca,RR,tanah,5,294
0+100,0+200,1138.85027180000,Jl. Gatot Kaca,RR,tanah,5,295
0+200,0+300,1138.85027180000,Jl. Gatot Kaca,RR,tanah,5,296
0+300,0+400,1138.85027180000,Jl. Gatot Kaca,RR,tanah,5,297
0+400,0+500,1138.85027180000,Jl. Gatot Kaca,RR,beton,5,298
0+500,0+600,1138.85027180000,Jl. Gatot Kaca,RR,beton,5,299
0+600,0+700,1138.85027180000,Jl. Gatot Kaca,RR,beton,5,300
0+700,0+800,1138.85027180000,Jl. Gatot Kaca,RR,beton,5,301
0+800,0+900,1138.85027180000,Jl. Gatot Kaca,RR,beton,5,302
0+900,1+000,1138.85027180000,Jl. Gatot Kaca,RR,beton,5,303
1+100,1+138,1138.85027180000,Jl. Gatot Kaca,RR,beton,5,304
0+100,0+106,106.75507100000,Jl. Gg Trobanyu,RR,beton,5,307
0+100,0+124,124.53164984400,Jl. GG. Duren,RR,beton,5,310
0+100,0+103,103.71499825800,Jl. Gg. Jambe,RR,aspal,5,312
0+100,0+110,110.11086061300,Jl. Gg. Jeruk,RR,aspal,5,315
0+100,0+128,128.68915564200,Jl. Gg. Kelapa,RR,aspal,5,317
0+100,0+131,131.77265048400,Jl. Gg. Kelurahan,RR,aspal,5,319
0+100,0+173,173.30814607000,Jl. H.Seto,RR,aspal,5,324
0+100,0+197,197.00801466500,Jl. Iromito,RR,aspal,5,326
0+100,0+109,109.13151624800,Jl. K.A.Moch Basari,RR,aspal,5,329
0+100,0+118,118.53146244200,Jl. Kamboja,RR,aspal,5,331
0+000,0+100,333.29069857300,Jl. Kanal Kembar (RT.11 RW.5),RR,aspal,5,333
0+100,0+200,333.29069857300,Jl. Kanal Kembar (RT.11 RW.5),RR,makadam,5,334
0+300,0+333,333.29069857300,Jl. Kanal Kembar (RT.11 RW.5),RR,makadam,5,335
0+000,0+100,425.14209296500,Jl. Kantil,RR,makadam,5,337
0+100,0+200,425.14209296500,Jl. Kantil,RR,makadam,5,338
0+200,0+300,425.14209296500,Jl. Kantil,RR,makadam,5,339
0+400,0+425,425.14209296500,Jl. Kantil,RR,makadam,5,340
0+100,0+191,191.59929040600,Jl. Kebon Pisang,RR,makadam,5,342
0+000,0+100,389.54491273700,Jl. Ki Ageng Bandar Alim,RR,lapen,5,344
0+100,0+200,389.54491273700,Jl. Ki Ageng Bandar Alim,RR,lapen,5,345
0+300,0+389,389.54491273700,Jl. Ki Ageng Bandar Alim,RR,lapen,5,346
0+000,0+100,607.41213701200,Jl. Ki. Ageng Basyariyah,RR,lapen,5,348
0+100,0+200,607.41213701200,Jl. Ki. Ageng Basyariyah,RR,lapen,5,349
0+200,0+300,607.41213701200,Jl. Ki. Ageng Basyariyah,RR,lapen,5,350
0+300,0+400,607.41213701200,Jl. Ki. Ageng Basyariyah,RR,lapen,5,351
0+400,0+500,607.41213701200,Jl. Ki. Ageng Basyariyah,RR,lapen,5,352
0+600,0+607,607.41213701200,Jl. Ki. Ageng Basyariyah,RR,tanah,5,353
0+000,0+100,259.44289831100,Jl. Kontak Tani,RR,tanah,5,361
0+200,0+259,259.44289831100,Jl. Kontak Tani,RR,tanah,5,362
0+100,0+117,117.02696500500,Jl. Kresno,RR,tanah,5,364
0+000,0+100,506.54240706400,Jl. Krisna,RR,tanah,5,366
0+100,0+200,506.54240706400,Jl. Krisna,RR,tanah,5,367
0+200,0+300,506.54240706400,Jl. Krisna,RR,tanah,5,368
0+300,0+400,506.54240706400,Jl. Krisna,RR,beton,5,369
0+500,0+506,506.54240706400,Jl. Krisna,RR,beton,5,370
0+000,0+100,231.27761602000,Jl. Lapangan,RR,beton,5,372
0+200,0+231,231.27761602000,Jl. Lapangan,RR,beton,5,373
0+100,0+165,165.95358359100,Jl. Manggis,RR,beton,5,375
0+000,0+100,687.89343412500,Jl. Masjid,RR,beton,5,377
0+100,0+200,687.89343412500,Jl. Masjid,RR,beton,5,378
0+200,0+300,687.89343412500,Jl. Masjid,RB,beton,5,379
0+300,0+400,687.89343412500,Jl. Masjid,RB,beton,5,380
0+400,0+500,687.89343412500,Jl. Masjid,RB,aspal,5,381
0+600,0+687,687.89343412500,Jl. Masjid,RB,aspal,5,382
0+000,0+100,831.38163716300,Jl. Mawar,RB,aspal,5,384
0+100,0+200,831.38163716300,Jl. Mawar,RB,aspal,5,385
0+200,0+300,831.38163716300,Jl. Mawar,RB,aspal,5,386
0+300,0+400,831.38163716300,Jl. Mawar,RB,aspal,5,387
0+400,0+500,831.38163716300,Jl. Mawar,RB,aspal,5,388
0+500,0+600,831.38163716300,Jl. Mawar,RB,aspal,5,389
0+600,0+700,831.38163716300,Jl. Mawar,RB,aspal,5,390
0+800,0+831,831.38163716300,Jl. Mawar,RB,makadam,5,391
0+100,0+140,140.91921476300,Jl. Mawar 1,RB,makadam,5,393
0+000,0+100,301.03466681600,Jl. Mawar 2,RB,makadam,5,395
0+100,0+200,301.03466681600,Jl. Mawar 2,RB,makadam,5,396
0+300,0+301,301.03466681600,Jl. Mawar 2,RB,makadam,5,397
0+000,0+100,502.42341231700,Jl. Melati,RB,makadam,5,399
0+100,0+200,502.42341231700,Jl. Melati,RB,makadam,5,400
0+200,0+300,502.42341231700,Jl. Melati,RB,lapen,5,401
0+300,0+400,502.42341231700,Jl. Melati,RB,lapen,5,402
0+500,0+502,502.42341231700,Jl. Melati,RB,lapen,5,403
0+100,0+194,194.23642249000,Jl. Nangka,RB,lapen,5,405
0+100,0+125,125.11623571900,Jl. Panji 1,RB,lapen,5,407
0+100,0+115,115.64590177500,Jl. Panji 2,RB,lapen,5,409
0+100,0+170,170.99832613800,Jl. Panji 3,RB,lapen,5,411
0+000,0+100,230.62570930300,Jl. Patimura,RB,lapen,5,413
0+200,0+230,230.62570930300,Jl. Patimura,RB,tanah,5,414
0+000,0+100,398.53131854900,Jl. Pemuda,RB,tanah,5,416
0+100,0+200,398.53131854900,Jl. Pemuda,RB,tanah,5,417
0+300,0+398,398.53131854900,Jl. Pemuda,RB,tanah,5,418
0+100,0+102,102.48531581500,Jl. Pemuda Gang I,RB,tanah,5,420
0+100,0+102,102.23715400500,Jl. Pemuda Gang II,RB,tanah,5,422
0+100,0+103,103.05491504300,Jl. Pemuda Gang III,RB,tanah,5,424
0+100,0+102,102.56190011100,Jl. Pemuda Gang IV,RB,beton,5,426
0+100,0+102,102.59598028500,Jl. Pemuda Gang VI,RB,beton,5,429
0+100,0+146,146.98523460100,Jl. Pemuda Gang VII,RB,beton,5,431
0+100,0+171,171.99455906400,Jl. Pepaya,RB,beton,5,434
0+100,0+133,133.65194156400,Jl. Petruk,RB,beton,5,436
0+100,0+170,170.07529703700,Jl. Pisang,RB,beton,5,438
0+000,0+100,567.71375178000,Jl. Puntodewo,RB,beton,5,441
0+100,0+200,567.71375178000,Jl. Puntodewo,RB,beton,5,442
0+200,0+300,567.71375178000,Jl. Puntodewo,RB,beton,5,443
0+300,0+400,567.71375178000,Jl. Puntodewo,RB,aspal,5,444
0+500,0+567,567.71375178000,Jl. Puntodewo,RB,aspal,5,445
0+000,0+100,311.56354139100,Jl. Rajawali,RB,aspal,5,449
0+100,0+200,311.56354139100,Jl. Rajawali,RB,aspal,5,450
0+300,0+311,311.56354139100,Jl. Rajawali,RB,aspal,5,451
0+100,0+136,136.21529604600,Jl. Rajawali Gg.1,RB,aspal,5,453
0+000,0+100,220.46953534900,Jl. Remaja,RB,aspal,5,456
0+200,0+220,220.46953534900,Jl. Remaja,RB,aspal,5,457
0+100,0+142,142.13503935400,Jl. Rukun,RB,aspal,5,462
0+100,0+174,174.83712768300,Jl. Sadewo,RB,makadam,5,464
0+000,0+100,392.04071632200,Jl. Sawung Galing,RB,makadam,5,466
0+100,0+200,392.04071632200,Jl. Sawung Galing,RB,makadam,5,467
0+300,0+392,392.04071632200,Jl. Sawung Galing,RB,makadam,5,468
0+100,0+148,148.35298987000,Jl. Selo Barong,RB,makadam,5,470
0+100,0+107,107.69046695100,Jl. Semar,RB,makadam,5,472
0+100,0+106,106.43465180600,Jl. Sri Dewi,RB,makadam,5,474
0+000,0+100,432.01950779800,Jl. Srikandi,RB,lapen,5,476
0+100,0+200,432.01950779800,Jl. Srikandi,RB,lapen,5,477
0+200,0+300,432.01950779800,Jl. Srikandi,RB,lapen,5,478
0+400,0+432,432.01950779800,Jl. Srikandi,RB,lapen,5,479
0+000,0+100,213.46466528600,Jl. Sukodono (RT.11 RW.5),RB,lapen,5,481
0+200,0+213,213.46466528600,Jl. Sukodono (RT.11 RW.5),RB,lapen,5,482
0+000,0+100,322.08050603000,Jl. Sultan Agung,RB,lapen,5,484
0+100,0+200,322.08050603000,Jl. Sultan Agung,RB,lapen,5,485
0+300,0+322,322.08050603000,Jl. Sultan Agung,RB,tanah,5,486
0+000,0+100,400.34698249800,Jl. Tani Jaya,RB,tanah,5,488
0+100,0+200,400.34698249800,Jl. Tani Jaya,RB,tanah,5,489
0+200,0+300,400.34698249800,Jl. Tani Jaya,RB,tanah,5,490
0+400,0+400,400.34698249800,Jl. Tani Jaya,RB,tanah,5,491
0+000,0+100,348.56307107900,Jl. Tani Maju,RB,tanah,5,493
0+100,0+200,348.56307107900,Jl. Tani Maju,RB,tanah,5,494
0+300,0+348,348.56307107900,Jl. Tani Maju,RB,beton,5,495
0+000,0+100,578.92875549800,Jl. Tani Murni,RB,beton,5,497
0+100,0+200,578.92875549800,Jl. Tani Murni,RB,beton,5,498
0+200,0+300,578.92875549800,Jl. Tani Murni,RB,beton,5,499
0+300,0+400,578.92875549800,Jl. Tani Murni,RB,beton,5,500
0+500,0+578,578.92875549800,Jl. Tani Murni,RB,beton,5,501
0+000,0+100,763.47946531900,Jl. Tani Unggul,RB,beton,5,503
0+100,0+200,763.47946531900,Jl. Tani Unggul,RB,beton,5,504
0+200,0+300,763.47946531900,Jl. Tani Unggul,RB,beton,5,505
0+300,0+400,763.47946531900,Jl. Tani Unggul,RB,aspal,5,506
0+400,0+500,763.47946531900,Jl. Tani Unggul,RB,aspal,5,507
0+500,0+600,763.47946531900,Jl. Tani Unggul,RB,aspal,5,508
0+700,0+763,763.47946531900,Jl. Tani Unggul,RB,aspal,5,509
0+100,0+159,159.93522934400,Jl. Tomat,RB,aspal,5,511
0+100,0+138,138.72230442400,Jl. Werkudoro,RB,aspal,5,513
0+000,0+100,341.84641018800,Jl. Wijaya,RB,aspal,5,515
0+100,0+200,341.84641018800,Jl. Wijaya,RB,aspal,5,516
0+300,0+341,341.84641018800,Jl. Wijaya,RB,aspal,5,517
0+000,0+100,1500.52775078000,Jl.Antarejo,RB,makadam,5,521
0+100,0+200,1500.52775078000,Jl.Antarejo,RB,makadam,5,522
0+200,0+300,1500.52775078000,Jl.Antarejo,RB,makadam,5,523
0+300,0+400,1500.52775078000,Jl.Antarejo,RB,makadam,5,524
0+400,0+500,1500.52775078000,Jl.Antarejo,RB,makadam,5,525
0+500,0+600,1500.52775078000,Jl.Antarejo,RB,makadam,5,526
0+600,0+700,1500.52775078000,Jl.Antarejo,RB,makadam,5,527
0+700,0+800,1500.52775078000,Jl.Antarejo,RB,lapen,5,528
0+800,0+900,1500.52775078000,Jl.Antarejo,RB,lapen,5,529
0+900,1+000,1500.52775078000,Jl.Antarejo,RB,lapen,5,530
1+000,1+100,1500.52775078000,Jl.Antarejo,RB,lapen,5,531
1+100,1+200,1500.52775078000,Jl.Antarejo,RB,lapen,5,532
1+200,1+300,1500.52775078000,Jl.Antarejo,RB,lapen,5,533
1+300,1+400,1500.52775078000,Jl.Antarejo,RB,lapen,5,534
1+500,1+500,1500.52775078000,Jl.Antarejo,RB,lapen,5,535
0+000,0+100,329.91722255700,Jl.Chery,RB,tanah,5,537
0+100,0+200,329.91722255700,Jl.Chery,RB,tanah,5,538
0+300,0+329,329.91722255700,Jl.Chery,RB,tanah,5,539
0+000,0+100,206.79818336300,Jl.Gang Asem 1,RB,tanah,5,541
0+200,0+206,206.79818336300,Jl.Gang Asem 1,RB,tanah,5,542
0+100,0+198,198.01287640800,Jl.Gang Gatot Kaca 1,RB,tanah,5,544
0+100,0+117,117.68787286100,Jl.Gang Gatot Kaca 2,RB,tanah,5,546
0+100,0+102,102.35326719900,Jl.Gang Gatot Kaca 3,RB,beton,5,548
0+100,0+128,128.72291513100,"Jl.Gg pisang (RT.3,4 RW.1)",RB,beton,5,550
0+100,0+127,127.55305972100,Jl.Gg. Kertorejan,RB,beton,5,552
0+000,0+100,1085.94315009000,Jl.Sentiaki,baik,beton,5,555
0+100,0+200,1085.94315009000,Jl.Sentiaki,baik,beton,5,556
0+200,0+300,1085.94315009000,Jl.Sentiaki,baik,beton,5,557
0+300,0+400,1085.94315009000,Jl.Sentiaki,baik,beton,5,558
0+400,0+500,1085.94315009000,Jl.Sentiaki,baik,beton,5,559
0+500,0+600,1085.94315009000,Jl.Sentiaki,baik,beton,5,560
0+600,0+700,1085.94315009000,Jl.Sentiaki,baik,aspal,5,561
0+700,0+800,1085.94315009000,Jl.Sentiaki,baik,aspal,5,562
0+800,0+900,1085.94315009000,Jl.Sentiaki,baik,aspal,5,563
1+000,1+085,1085.94315009000,Jl.Sentiaki,baik,aspal,5,564
