Nm_Ruas,Kd_Inf,Panjang,STA_AWAL,STA_AKHIR,No,Tahun,Date,Penanganan,Kondisi_Kini,Perke_Kini
Jl. Muneng-Kenongorejo,015,7.570,4+900,5+000,1004,,,,,
Jl. Muneng-Kenongorejo,015,7.570,5+000,5+100,1005,,,,,
Jl. Muneng-Kenongorejo,015,7.570,5+100,5+200,1006,,,,,
Jl. Muneng-Kenongorejo,015,7.570,5+200,5+300,1007,,,,,
Jl. Muneng-Kenongorejo,015,7.570,5+300,5+400,1008,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Muneng-Kenongorejo,015,7.570,5+400,5+500,1009,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Muneng-Kenongorejo,015,7.570,5+500,5+600,1010,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Muneng-Kenongorejo,015,7.570,5+600,5+700,1011,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Muneng-Kenongorejo,015,7.570,5+700,5+800,1012,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Muneng-Kenongorejo,015,7.570,5+800,5+900,1013,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Muneng-Kenongorejo,015,7.570,5+900,6+000,1014,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Muneng-Kenongorejo,015,7.570,6+000,6+100,1015,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Muneng-Kenongorejo,015,7.570,6+100,6+200,1016,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Muneng-Kenongorejo,015,7.570,6+200,6+300,1017,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Muneng-Kenongorejo,015,7.570,6+300,6+400,1018,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Muneng-Kenongorejo,015,7.570,6+400,6+500,1019,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Muneng-Kenongorejo,015,7.570,6+500,6+600,1020,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Muneng-Kenongorejo,015,7.570,6+600,6+700,1021,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Muneng-Kenongorejo,015,7.570,6+700,6+800,1022,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Muneng-Kenongorejo,015,7.570,6+800,6+900,1023,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Muneng-Kenongorejo,015,7.570,6+900,7+000,1024,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Muneng-Kenongorejo,015,7.570,7+000,7+100,1025,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Muneng-Kenongorejo,015,7.570,7+100,7+200,1026,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Muneng-Kenongorejo,015,7.570,7+200,7+300,1027,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Muneng-Kenongorejo,015,7.570,7+300,7+400,1028,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Muneng-Kenongorejo,015,7.570,7+500,7+565,1029,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,0+000,0+100,1031,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,0+100,0+200,1032,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,0+200,0+300,1033,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,0+300,0+400,1034,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,0+400,0+500,1035,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,0+500,0+600,1036,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,0+600,0+700,1037,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,0+700,0+800,1038,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,0+800,0+900,1039,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,0+900,1+000,1040,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,1+000,1+100,1041,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,1+100,1+200,1042,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,1+200,1+300,1043,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,1+300,1+400,1044,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,1+400,1+500,1045,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,1+500,1+600,1046,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,1+600,1+700,1047,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,1+700,1+800,1048,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,1+800,1+900,1049,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,1+900,2+000,1050,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,2+000,2+100,1051,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,2+100,2+200,1052,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,2+200,2+300,1053,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,2+300,2+400,1054,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,2+400,2+500,1055,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,2+500,2+600,1056,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,2+600,2+700,1057,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,2+700,2+800,1058,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,2+800,2+900,1059,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,2+900,3+000,1060,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,3+000,3+100,1061,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,3+100,3+200,1062,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,3+200,3+300,1063,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,3+300,3+400,1064,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,3+400,3+500,1065,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,3+500,3+600,1066,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,3+600,3+700,1067,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,3+700,3+800,1068,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,3+800,3+900,1069,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,3+900,4+000,1070,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,4+000,4+100,1071,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,4+100,4+200,1072,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,4+200,4+300,1073,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,4+300,4+400,1074,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,4+400,4+500,1075,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,4+500,4+600,1076,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,4+600,4+700,1077,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,4+700,4+800,1078,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,4+800,4+900,1079,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,4+900,5+000,1080,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,5+000,5+100,1081,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,5+100,5+200,1082,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,5+200,5+300,1083,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,5+300,5+400,1084,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,5+400,5+500,1085,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,5+500,5+600,1086,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,5+600,5+700,1087,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,5+700,5+800,1088,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,5+800,5+900,1089,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,5+900,6+000,1090,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,6+000,6+100,1091,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,6+100,6+200,1092,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,6+200,6+300,1093,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,6+300,6+400,1094,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,6+400,6+500,1095,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,6+500,6+600,1096,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,6+600,6+700,1097,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,6+700,6+800,1098,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,6+800,6+900,1099,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,6+900,7+000,1100,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,7+000,7+100,1101,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,7+100,7+200,1102,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,7+200,7+300,1103,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,7+300,7+400,1104,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,7+400,7+500,1105,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,7+500,7+600,1106,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,7+600,7+700,1107,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,7+700,7+800,1108,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,7+800,7+900,1109,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,7+900,8+000,1110,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,8+000,8+100,1111,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,8+100,8+200,1112,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,8+200,8+300,1113,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,8+300,8+400,1114,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,8+400,8+500,1115,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,8+500,8+600,1116,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,8+600,8+700,1117,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,8+700,8+800,1118,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,8+800,8+900,1119,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,8+900,9+000,1120,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,9+000,9+100,1121,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,9+100,9+200,1122,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,9+200,9+300,1123,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,9+300,9+400,1124,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,9+400,9+500,1125,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,9+500,9+600,1126,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Dungus-Kare,016,9.740,9+700,9+741,1127,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,0+000,0+100,1129,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,0+100,0+200,1130,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,0+200,0+300,1131,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,0+300,0+400,1132,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,0+400,0+500,1133,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,0+500,0+600,1134,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,0+600,0+700,1135,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,0+700,0+800,1136,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,0+800,0+900,1137,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,0+900,1+000,1138,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,1+000,1+100,1139,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,1+100,1+200,1140,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,1+200,1+300,1141,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,1+300,1+400,1142,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,1+400,1+500,1143,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,1+500,1+600,1144,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,1+600,1+700,1145,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,1+700,1+800,1146,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,1+800,1+900,1147,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,1+900,2+000,1148,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,2+000,2+100,1149,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,2+100,2+200,1150,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,2+200,2+300,1151,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,2+300,2+400,1152,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,2+400,2+500,1153,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,2+500,2+600,1154,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,2+600,2+700,1155,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,2+700,2+800,1156,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,2+800,2+900,1157,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,2+900,3+000,1158,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,3+000,3+100,1159,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,3+100,3+200,1160,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,3+200,3+300,1161,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,3+300,3+400,1162,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,3+400,3+500,1163,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,3+500,3+600,1164,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,3+600,3+700,1165,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,3+700,3+800,1166,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,3+800,3+900,1167,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,3+900,4+000,1168,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,4+000,4+100,1169,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,4+100,4+200,1170,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,4+200,4+300,1171,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,4+300,4+400,1172,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,4+400,4+500,1173,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,4+500,4+600,1174,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,4+600,4+700,1175,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,4+700,4+800,1176,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,4+800,4+900,1177,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,4+900,5+000,1178,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,5+000,5+100,1179,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,5+100,5+200,1180,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,5+200,5+300,1181,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,5+300,5+400,1182,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,5+400,5+500,1183,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,5+500,5+600,1184,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,5+600,5+700,1185,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,5+700,5+800,1186,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,5+800,5+900,1187,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,5+900,6+000,1188,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,6+000,6+100,1189,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,6+100,6+200,1190,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,6+200,6+300,1191,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,6+300,6+400,1192,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,6+400,6+500,1193,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,6+500,6+600,1194,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,6+600,6+700,1195,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,6+700,6+800,1196,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,6+800,6+900,1197,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,6+900,7+000,1198,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,7+000,7+100,1199,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,7+100,7+200,1200,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,7+200,7+300,1201,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,7+300,7+400,1202,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,7+400,7+500,1203,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,7+500,7+600,1204,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,7+600,7+700,1205,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,7+700,7+800,1206,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,7+800,7+900,1207,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,7+900,8+000,1208,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,8+000,8+100,1209,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,8+100,8+200,1210,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,8+200,8+300,1211,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,8+300,8+400,1212,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,8+400,8+500,1213,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,8+500,8+600,1214,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,8+600,8+700,1215,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,8+700,8+800,1216,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,8+800,8+900,1217,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,8+900,9+000,1218,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Mojopurno-Dimong,017,9.230,9+100,9+115,1219,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Jiwan-Batas Magetan,018,3.520,0+000,0+100,1221,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Jiwan-Batas Magetan,018,3.520,0+100,0+200,1222,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Jiwan-Batas Magetan,018,3.520,0+200,0+300,1223,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Jiwan-Batas Magetan,018,3.520,0+300,0+400,1224,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Jiwan-Batas Magetan,018,3.520,0+400,0+500,1225,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Jiwan-Batas Magetan,018,3.520,0+500,0+600,1226,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Jiwan-Batas Magetan,018,3.520,0+600,0+700,1227,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Jiwan-Batas Magetan,018,3.520,0+700,0+800,1228,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Jiwan-Batas Magetan,018,3.520,0+800,0+900,1229,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Jiwan-Batas Magetan,018,3.520,0+900,1+000,1230,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Jiwan-Batas Magetan,018,3.520,1+000,1+100,1231,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Jiwan-Batas Magetan,018,3.520,1+100,1+200,1232,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Jiwan-Batas Magetan,018,3.520,1+200,1+300,1233,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Jiwan-Batas Magetan,018,3.520,1+300,1+400,1234,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
Jl. Jiwan-Batas Magetan,018,3.520,1+400,1+500,1235,2022,1 juli 2022,pemeliharaan rutin,baik,aspal
