No,Nm_Ruas,Kd_Inf,Panjang,STA_AWAL,STA_AKHIR,Fungsi,Kondisi,Tipe_Perke,Lebar_STA,Tahun_Reali,tahun,Tgl,Penanganan,Kondisi_Kini,Perke_Kini
1385,DEMPELAN,,628,0+500,0+600,,RR,tanah,4,,2022,,,,
1386,DEMPELAN,,628,0+600,0+628,,RR,beton,4,,2022,,,,
152,DOHO,,1524,0+000,0+100,,RR,beton,4,,2022,,,,
153,DOHO,,1524,0+100,0+200,,RR,beton,4,,2022,,,,
154,DOHO,,1524,0+200,0+300,,RR,beton,4,,2022,,,,
155,DOHO,,1524,0+300,0+400,,RB,beton,4,2023,2022,2023-01-11,pemeliharaan rutin,baik,aspal
156,DOHO,,1524,0+400,0+500,,RB,beton,4,2023,2022,2023-01-11,pemeliharaan rutin,baik,aspal
157,DOHO,,1524,0+500,0+600,,RB,beton,4,2023,2022,2023-01-11,pemeliharaan rutin,baik,aspal
158,DOHO,,1524,0+600,0+700,,RB,beton,4,2023,2022,2023-01-11,pemeliharaan rutin,baik,aspal
159,DOHO,,1524,0+700,0+800,,RB,beton,4,2023,2022,2023-01-11,pemeliharaan rutin,baik,aspal
160,DOHO,,1524,0+800,0+900,,RB,beton,4,2023,2022,2023-01-11,pemeliharaan rutin,baik,aspal
161,DOHO,,1524,0+900,1+000,,RB,beton,4,2023,2022,2023-01-11,pemeliharaan rutin,baik,aspal
162,DOHO,,1524,1+000,1+100,,RB,beton,4,2023,2022,2023-01-11,pemeliharaan rutin,baik,aspal
163,DOHO,,1524,1+100,1+200,,RB,beton,4,2023,2022,2023-01-11,pemeliharaan rutin,baik,aspal
164,DOHO,,1524,1+200,1+300,,baik,aspal,4,,2022,,,,
165,DOHO,,1524,1+300,1+400,,baik,aspal,4,,2022,,,,
166,DOHO,,1524,1+400,1+500,,baik,aspal,4,,2022,,,,
167,DOHO,,1524,1+500,1+524,,baik,aspal,4,,2022,,,,
175,DOLOPO I,,570,0+000,0+100,,baik,aspal,4,,2022,,,,
176,DOLOPO I,,570,0+100,0+200,,baik,aspal,4,,2022,,,,
177,DOLOPO I,,570,0+200,0+300,,baik,aspal,4,,2022,,,,
178,DOLOPO I,,570,0+300,0+400,,baik,aspal,4,,2022,,,,
179,DOLOPO I,,570,0+400,0+500,,baik,aspal,4,,2022,,,,
180,DOLOPO I,,570,0+500,0+500,,baik,makadam,4,,2022,,,,
192,DOLOPO II,,635,0+000,0+100,,baik,makadam,4,,2022,,,,
193,DOLOPO II,,635,0+100,0+200,,baik,makadam,4,,2022,,,,
194,DOLOPO II,,635,0+200,0+300,,baik,makadam,4,,2022,,,,
195,DOLOPO II,,635,0+300,0+400,,sedang,makadam,4,,2022,,,,
196,DOLOPO II,,635,0+400,0+500,,sedang,lapen,4,,2022,,,,
197,DOLOPO II,,635,0+500,0+600,,sedang,lapen,4,,2022,,,,
198,DOLOPO II,,635,0+600,0+634,,sedang,lapen,4,,2022,,,,
794,DUREN I,,921,0+000,0+100,,sedang,lapen,4,,2022,,,,
795,DUREN I,,921,0+100,0+200,,sedang,lapen,4,,2022,,,,
