No,Nm_Ruas,Kd_Inf,Panjang,STA_AWAL,STA_AKHIR,Fungsi,Kondisi,Tipe_Perke,Lebar_STA,Tahun_Reali,tahun,Tgl,Penanganan,Kondisi_Kini,Perke_Kini
5435,"Jl. Sumbergandu-Bulu",112,2,1+300,1+400,,RB,tanah,6,,2022,,,,
5436,"Jl. Sumbergandu-Bulu",112,2,1+400,1+500,,RB,tanah,6,,2022,,,,
5437,"Jl. Sumbergandu-Bulu",112,2,1+500,1+600,,RB,tanah,6,,2022,,,,
5438,"Jl. Sumbergandu-Bulu",112,2,1+700,1+704,,RB,tanah,6,,2022,,,,
5440,"Jl. Duren-Dawuhan",113,2,0+000,0+100,,RB,tanah,6,,2022,,,,
5441,"Jl. Duren-Dawuhan",113,2,0+100,0+200,,RB,tanah,6,,2022,,,,
5442,"Jl. Duren-Dawuhan",113,2,0+200,0+300,,RB,tanah,6,,2022,,,,
5443,"Jl. Duren-Dawuhan",113,2,0+300,0+400,,RB,tanah,6,,2022,,,,
5444,"Jl. Duren-Dawuhan",113,2,0+400,0+500,,RB,tanah,6,,2022,,,,
5445,"Jl. Duren-Dawuhan",113,2,0+500,0+600,,RB,tanah,6,,2022,,,,
5446,"Jl. Duren-Dawuhan",113,2,0+600,0+700,,RB,tanah,6,,2022,,,,
5447,"Jl. Duren-Dawuhan",113,2,0+700,0+800,,RB,tanah,6,,2022,,,,
5448,"Jl. Duren-Dawuhan",113,2,0+800,0+900,,RB,tanah,6,,2022,,,,
5449,"Jl. Duren-Dawuhan",113,2,0+900,1+000,,RB,tanah,6,,2022,,,,
5450,"Jl. Duren-Dawuhan",113,2,1+000,1+100,,RB,tanah,6,,2022,,,,
5451,"Jl. Duren-Dawuhan",113,2,1+100,1+200,,RB,tanah,6,,2022,,,,
5452,"Jl. Duren-Dawuhan",113,2,1+200,1+300,,RB,tanah,6,,2022,,,,
5453,"Jl. Duren-Dawuhan",113,2,1+300,1+400,,RB,tanah,6,,2022,,,,
5454,"Jl. Duren-Dawuhan",113,2,1+400,1+500,,RB,tanah,6,,2022,,,,
5455,"Jl. Duren-Dawuhan",113,2,1+500,1+600,,RB,tanah,6,,2022,,,,
5456,"Jl. Duren-Dawuhan",113,2,1+600,1+700,,RB,tanah,6,,2022,,,,
5457,"Jl. Duren-Dawuhan",113,2,1+700,1+800,,RB,tanah,6,,2022,,,,
5458,"Jl. Duren-Dawuhan",113,2,1+800,1+900,,RB,tanah,6,,2022,,,,
5459,"Jl. Duren-Dawuhan",113,2,1+900,2+000,,RB,tanah,6,,2022,,,,
5460,"Jl. Duren-Dawuhan",113,2,2+000,2+100,,RB,tanah,6,,2022,,,,
5461,"Jl. Duren-Dawuhan",113,2,2+200,2+267,,RB,tanah,6,,2022,,,,
5463,"Jl. Kenongorejo-Dawuhan",114,3,0+000,0+100,,RB,tanah,6,,2022,,,,
5464,"Jl. Kenongorejo-Dawuhan",114,3,0+100,0+200,,RB,tanah,6,,2022,,,,
5465,"Jl. Kenongorejo-Dawuhan",114,3,0+200,0+300,,RB,beton,6,,2022,,,,
5466,"Jl. Kenongorejo-Dawuhan",114,3,0+300,0+400,,RB,beton,6,,2022,,,,
5467,"Jl. Kenongorejo-Dawuhan",114,3,0+400,0+500,,RB,beton,6,,2022,,,,
5468,"Jl. Kenongorejo-Dawuhan",114,3,0+500,0+600,,RB,beton,6,,2022,,,,
5469,"Jl. Kenongorejo-Dawuhan",114,3,0+600,0+700,,RB,beton,6,,2022,,,,
5470,"Jl. Kenongorejo-Dawuhan",114,3,0+700,0+800,,RB,beton,6,,2022,,,,
5471,"Jl. Kenongorejo-Dawuhan",114,3,0+800,0+900,,RB,beton,6,,2022,,,,
5472,"Jl. Kenongorejo-Dawuhan",114,3,0+900,1+000,,RB,beton,6,,2022,,,,
5473,"Jl. Kenongorejo-Dawuhan",114,3,1+000,1+100,,RB,beton,6,,2022,,,,
5474,"Jl. Kenongorejo-Dawuhan",114,3,1+100,1+200,,RB,beton,6,,2022,,,,
5475,"Jl. Kenongorejo-Dawuhan",114,3,1+200,1+300,,RB,beton,6,,2022,,,,
5476,"Jl. Kenongorejo-Dawuhan",114,3,1+300,1+400,,RB,beton,6,,2022,,,,
5477,"Jl. Kenongorejo-Dawuhan",114,3,1+400,1+500,,RB,beton,6,,2022,,,,
5478,"Jl. Kenongorejo-Dawuhan",114,3,1+500,1+600,,RB,beton,6,,2022,,,,
5479,"Jl. Kenongorejo-Dawuhan",114,3,1+600,1+700,,RB,beton,6,,2022,,,,
5480,"Jl. Kenongorejo-Dawuhan",114,3,1+700,1+800,,RB,beton,6,,2022,,,,
5481,"Jl. Kenongorejo-Dawuhan",114,3,1+800,1+900,,RB,beton,6,,2022,,,,
5482,"Jl. Kenongorejo-Dawuhan",114,3,1+900,2+000,,RB,beton,6,,2022,,,,
5483,"Jl. Kenongorejo-Dawuhan",114,3,2+000,2+100,,RB,beton,6,,2022,,,,
5484,"Jl. Kenongorejo-Dawuhan",114,3,2+100,2+200,,RB,beton,6,,2022,,,,
5485,"Jl. Kenongorejo-Dawuhan",114,3,2+200,2+300,,RB,beton,6,,2022,,,,
5486,"Jl. Kenongorejo-Dawuhan",114,3,2+300,2+400,,RB,beton,6,,2022,,,,
5487,"Jl. Kenongorejo-Dawuhan",114,3,2+400,2+500,,RB,beton,6,,2022,,,,
5488,"Jl. Kenongorejo-Dawuhan",114,3,2+500,2+600,,RB,beton,6,,2022,,,,
5489,"Jl. Kenongorejo-Dawuhan",114,3,2+600,2+700,,RB,beton,6,,2022,,,,
5490,"Jl. Kenongorejo-Dawuhan",114,3,2+700,2+800,,RB,beton,6,,2022,,,,
5491,"Jl. Kenongorejo-Dawuhan",114,3,2+800,2+900,,RB,beton,6,,2022,,,,
5492,"Jl. Kenongorejo-Dawuhan",114,3,2+900,3+000,,RB,beton,6,,2022,,,,
5493,"Jl. Kenongorejo-Dawuhan",114,3,3+000,3+100,,RB,beton,6,,2022,,,,
5494,"Jl. Kenongorejo-Dawuhan",114,3,3+100,3+200,,RB,beton,6,,2022,,,,
5495,"Jl. Kenongorejo-Dawuhan",114,3,3+200,3+300,,RB,beton,6,,2022,,,,
5496,"Jl. Kenongorejo-Dawuhan",114,3,3+300,3+400,,RB,beton,6,,2022,,,,
5497,"Jl. Kenongorejo-Dawuhan",114,3,3+500,3+515,,RB,beton,6,,2022,,,,
5499,"Jl. Bulu-Batas Bojonegoro",115,8,0+000,0+100,,RB,beton,6,,2022,,,,
5500,"Jl. Bulu-Batas Bojonegoro",115,8,0+100,0+200,,RB,beton,6,,2022,,,,
5501,"Jl. Bulu-Batas Bojonegoro",115,8,0+200,0+300,,RB,beton,6,,2022,,,,
5502,"Jl. Bulu-Batas Bojonegoro",115,8,0+300,0+400,,RB,beton,6,,2022,,,,
5503,"Jl. Bulu-Batas Bojonegoro",115,8,0+400,0+500,,RB,beton,6,,2022,,,,
5504,"Jl. Bulu-Batas Bojonegoro",115,8,0+500,0+600,,RB,beton,6,,2022,,,,
5505,"Jl. Bulu-Batas Bojonegoro",115,8,0+600,0+700,,RB,beton,6,,2022,,,,
5506,"Jl. Bulu-Batas Bojonegoro",115,8,0+700,0+800,,RB,beton,6,,2022,,,,
5507,"Jl. Bulu-Batas Bojonegoro",115,8,0+800,0+900,,RB,beton,6,,2022,,,,
5508,"Jl. Bulu-Batas Bojonegoro",115,8,0+900,1+000,,RB,beton,6,,2022,,,,
5509,"Jl. Bulu-Batas Bojonegoro",115,8,1+000,1+100,,RB,beton,6,,2022,,,,
5510,"Jl. Bulu-Batas Bojonegoro",115,8,1+100,1+200,,RB,beton,6,,2022,,,,
5511,"Jl. Bulu-Batas Bojonegoro",115,8,1+200,1+300,,RB,beton,6,,2022,,,,
5512,"Jl. Bulu-Batas Bojonegoro",115,8,1+300,1+400,,RB,beton,6,,2022,,,,
5513,"Jl. Bulu-Batas Bojonegoro",115,8,1+400,1+500,,RB,beton,6,,2022,,,,
5514,"Jl. Bulu-Batas Bojonegoro",115,8,1+500,1+600,,RB,beton,6,,2022,,,,
5515,"Jl. Bulu-Batas Bojonegoro",115,8,1+600,1+700,,RB,beton,6,,2022,,,,
5516,"Jl. Bulu-Batas Bojonegoro",115,8,1+700,1+800,,RB,beton,6,,2022,,,,
5517,"Jl. Bulu-Batas Bojonegoro",115,8,1+800,1+900,,RB,beton,6,,2022,,,,
5518,"Jl. Bulu-Batas Bojonegoro",115,8,1+900,2+000,,RB,aspal,6,,2022,,,,
5519,"Jl. Bulu-Batas Bojonegoro",115,8,2+000,2+100,,RB,aspal,6,,2022,,,,
5520,"Jl. Bulu-Batas Bojonegoro",115,8,2+100,2+200,,RB,aspal,6,,2022,,,,
5521,"Jl. Bulu-Batas Bojonegoro",115,8,2+200,2+300,,RB,aspal,6,,2022,,,,
5522,"Jl. Bulu-Batas Bojonegoro",115,8,2+300,2+400,,RB,aspal,6,,2022,,,,
5523,"Jl. Bulu-Batas Bojonegoro",115,8,2+400,2+500,,RB,aspal,6,,2022,,,,
5524,"Jl. Bulu-Batas Bojonegoro",115,8,2+500,2+600,,RB,aspal,6,,2022,,,,
5525,"Jl. Bulu-Batas Bojonegoro",115,8,2+600,2+700,,RB,aspal,6,,2022,,,,
5526,"Jl. Bulu-Batas Bojonegoro",115,8,2+700,2+800,,RB,aspal,6,,2022,,,,
5527,"Jl. Bulu-Batas Bojonegoro",115,8,2+800,2+900,,RB,aspal,6,,2022,,,,
5528,"Jl. Bulu-Batas Bojonegoro",115,8,2+900,3+000,,RB,aspal,6,,2022,,,,
5529,"Jl. Bulu-Batas Bojonegoro",115,8,3+000,3+100,,RB,aspal,6,,2022,,,,
5530,"Jl. Bulu-Batas Bojonegoro",115,8,3+100,3+200,,RB,aspal,6,,2022,,,,
5531,"Jl. Bulu-Batas Bojonegoro",115,8,3+200,3+300,,RB,aspal,6,,2022,,,,
5532,"Jl. Bulu-Batas Bojonegoro",115,8,3+300,3+400,,RB,aspal,6,,2022,,,,
5533,"Jl. Bulu-Batas Bojonegoro",115,8,3+400,3+500,,RB,aspal,6,,2022,,,,
5534,"Jl. Bulu-Batas Bojonegoro",115,8,3+500,3+600,,RB,aspal,6,,2022,,,,
5535,"Jl. Bulu-Batas Bojonegoro",115,8,3+600,3+700,,RB,aspal,6,,2022,,,,
5536,"Jl. Bulu-Batas Bojonegoro",115,8,3+700,3+800,,RB,aspal,6,,2022,,,,
5537,"Jl. Bulu-Batas Bojonegoro",115,8,3+800,3+900,,RB,aspal,6,,2022,,,,
5538,"Jl. Bulu-Batas Bojonegoro",115,8,3+900,4+000,,RB,aspal,6,,2022,,,,
5539,"Jl. Bulu-Batas Bojonegoro",115,8,4+000,4+100,,RB,makadam,6,,2022,,,,
5540,"Jl. Bulu-Batas Bojonegoro",115,8,4+100,4+200,,RB,makadam,6,,2022,,,,
5541,"Jl. Bulu-Batas Bojonegoro",115,8,4+200,4+300,,RB,makadam,6,,2022,,,,
5542,"Jl. Bulu-Batas Bojonegoro",115,8,4+300,4+400,,RB,makadam,6,,2022,,,,
5543,"Jl. Bulu-Batas Bojonegoro",115,8,4+400,4+500,,RB,makadam,6,,2022,,,,
5544,"Jl. Bulu-Batas Bojonegoro",115,8,4+500,4+600,,RB,makadam,6,,2022,,,,
5545,"Jl. Bulu-Batas Bojonegoro",115,8,4+600,4+700,,RB,makadam,6,,2022,,,,
5546,"Jl. Bulu-Batas Bojonegoro",115,8,4+700,4+800,,RB,makadam,6,,2022,,,,
5547,"Jl. Bulu-Batas Bojonegoro",115,8,4+800,4+900,,RB,makadam,6,,2022,,,,
5548,"Jl. Bulu-Batas Bojonegoro",115,8,4+900,5+000,,RB,makadam,6,,2022,,,,
5549,"Jl. Bulu-Batas Bojonegoro",115,8,5+000,5+100,,RB,makadam,6,,2022,,,,
5550,"Jl. Bulu-Batas Bojonegoro",115,8,5+100,5+200,,RB,makadam,6,,2022,,,,
5551,"Jl. Bulu-Batas Bojonegoro",115,8,5+200,5+300,,RB,makadam,6,,2022,,,,
5552,"Jl. Bulu-Batas Bojonegoro",115,8,5+300,5+400,,RB,makadam,6,,2022,,,,
5553,"Jl. Bulu-Batas Bojonegoro",115,8,5+400,5+500,,RB,makadam,6,,2022,,,,
5554,"Jl. Bulu-Batas Bojonegoro",115,8,5+500,5+600,,RB,makadam,6,,2022,,,,
5555,"Jl. Bulu-Batas Bojonegoro",115,8,5+600,5+700,,RB,makadam,6,,2022,,,,
5556,"Jl. Bulu-Batas Bojonegoro",115,8,5+700,5+800,,RB,makadam,6,,2022,,,,
5557,"Jl. Bulu-Batas Bojonegoro",115,8,5+800,5+900,,RB,makadam,6,,2022,,,,
5558,"Jl. Bulu-Batas Bojonegoro",115,8,5+900,6+000,,RB,makadam,6,,2022,,,,
5559,"Jl. Bulu-Batas Bojonegoro",115,8,6+000,6+100,,RB,makadam,6,,2022,,,,
5560,"Jl. Bulu-Batas Bojonegoro",115,8,6+100,6+200,,RB,makadam,6,,2022,,,,
5561,"Jl. Bulu-Batas Bojonegoro",115,8,6+200,6+300,,RB,makadam,6,,2022,,,,
5562,"Jl. Bulu-Batas Bojonegoro",115,8,6+300,6+400,,RB,makadam,6,,2022,,,,
5563,"Jl. Bulu-Batas Bojonegoro",115,8,6+400,6+500,,RB,makadam,6,,2022,,,,
5564,"Jl. Bulu-Batas Bojonegoro",115,8,6+500,6+600,,RB,makadam,6,,2022,,,,
5565,"Jl. Bulu-Batas Bojonegoro",115,8,6+600,6+700,,RB,makadam,6,,2022,,,,
5566,"Jl. Bulu-Batas Bojonegoro",115,8,6+700,6+800,,RB,makadam,6,,2022,,,,
5567,"Jl. Bulu-Batas Bojonegoro",115,8,6+800,6+900,,RB,makadam,6,,2022,,,,
5568,"Jl. Bulu-Batas Bojonegoro",115,8,6+900,7+000,,RB,makadam,6,,2022,,,,
5569,"Jl. Bulu-Batas Bojonegoro",115,8,7+000,7+100,,RB,makadam,6,,2022,,,,
5570,"Jl. Bulu-Batas Bojonegoro",115,8,7+100,7+200,,RB,makadam,6,,2022,,,,
5571,"Jl. Bulu-Batas Bojonegoro",115,8,7+200,7+300,,RB,makadam,6,,2022,,,,
5572,"Jl. Bulu-Batas Bojonegoro",115,8,7+300,7+400,,RB,makadam,6,,2022,,,,
5573,"Jl. Bulu-Batas Bojonegoro",115,8,7+400,7+500,,RB,makadam,6,,2022,,,,
5574,"Jl. Bulu-Batas Bojonegoro",115,8,7+600,7+673,,RB,makadam,6,,2022,,,,
5576,"Jl. Kenongorejo-Bulu",116,2,0+000,0+100,,baik,makadam,6,,2022,,,,
5577,"Jl. Kenongorejo-Bulu",116,2,0+100,0+200,,baik,makadam,6,,2022,,,,
5578,"Jl. Kenongorejo-Bulu",116,2,0+200,0+300,,baik,makadam,6,,2022,,,,
5579,"Jl. Kenongorejo-Bulu",116,2,0+300,0+400,,baik,lapen,6,,2022,,,,
5580,"Jl. Kenongorejo-Bulu",116,2,0+400,0+500,,baik,lapen,6,,2022,,,,
5581,"Jl. Kenongorejo-Bulu",116,2,0+500,0+600,,baik,lapen,6,,2022,,,,
5582,"Jl. Kenongorejo-Bulu",116,2,0+600,0+700,,baik,lapen,6,,2022,,,,
5583,"Jl. Kenongorejo-Bulu",116,2,0+700,0+800,,baik,lapen,6,,2022,,,,
5584,"Jl. Kenongorejo-Bulu",116,2,0+800,0+900,,baik,lapen,6,,2022,,,,
5585,"Jl. Kenongorejo-Bulu",116,2,0+900,1+000,,baik,lapen,6,,2022,,,,
5586,"Jl. Kenongorejo-Bulu",116,2,1+000,1+100,,baik,lapen,6,,2022,,,,
5587,"Jl. Kenongorejo-Bulu",116,2,1+100,1+200,,baik,lapen,6,,2022,,,,
5588,"Jl. Kenongorejo-Bulu",116,2,1+200,1+300,,baik,lapen,6,,2022,,,,
5589,"Jl. Kenongorejo-Bulu",116,2,1+300,1+400,,baik,lapen,6,,2022,,,,
5590,"Jl. Kenongorejo-Bulu",116,2,1+400,1+500,,baik,lapen,6,,2022,,,,
5591,"Jl. Kenongorejo-Bulu",116,2,1+500,1+600,,baik,lapen,6,,2022,,,,
5592,"Jl. Kenongorejo-Bulu",116,2,1+600,1+700,,baik,lapen,6,,2022,,,,
5593,"Jl. Kenongorejo-Bulu",116,2,1+700,1+800,,baik,lapen,6,,2022,,,,
5594,"Jl. Kenongorejo-Bulu",116,2,1+800,1+900,,baik,lapen,6,,2022,,,,
5595,"Jl. Kenongorejo-Bulu",116,2,1+900,2+000,,baik,lapen,6,,2022,,,,
5596,"Jl. Kenongorejo-Bulu",116,2,2+000,2+100,,baik,lapen,6,,2022,,,,
5597,"Jl. Kenongorejo-Bulu",116,2,2+100,2+200,,baik,lapen,6,,2022,,,,
5598,"Jl. Kenongorejo-Bulu",116,2,2+200,2+300,,baik,lapen,6,,2022,,,,
5599,"Jl. Kenongorejo-Bulu",116,2,2+400,2+458,,baik,lapen,6,,2022,,,,
5601,"Jl. Gandul-Kenongorejo",117,1,0+000,0+100,,baik,lapen,6,,2022,,,,
5602,"Jl. Gandul-Kenongorejo",117,1,0+100,0+200,,baik,lapen,6,,2022,,,,
5603,"Jl. Gandul-Kenongorejo",117,1,0+200,0+300,,baik,lapen,6,,2022,,,,
5604,"Jl. Gandul-Kenongorejo",117,1,0+300,0+400,,baik,lapen,6,,2022,,,,
5605,"Jl. Gandul-Kenongorejo",117,1,0+400,0+500,,baik,lapen,6,,2022,,,,
5606,"Jl. Gandul-Kenongorejo",117,1,0+500,0+600,,baik,lapen,6,,2022,,,,
5607,"Jl. Gandul-Kenongorejo",117,1,0+600,0+700,,sedang,lapen,6,,2022,,,,
5608,"Jl. Gandul-Kenongorejo",117,1,0+700,0+800,,sedang,lapen,6,,2022,,,,
5609,"Jl. Gandul-Kenongorejo",117,1,0+800,0+900,,sedang,lapen,6,,2022,,,,
5610,"Jl. Gandul-Kenongorejo",117,1,1+000,1+088,,sedang,lapen,6,,2022,,,,
5612,"Jl. Gandul-Batas Bojonegoro",118,2,0+000,0+100,,sedang,lapen,6,,2022,,,,
5613,"Jl. Gandul-Batas Bojonegoro",118,2,0+100,0+200,,sedang,lapen,6,,2022,,,,
5614,"Jl. Gandul-Batas Bojonegoro",118,2,0+200,0+300,,sedang,lapen,6,,2022,,,,
5615,"Jl. Gandul-Batas Bojonegoro",118,2,0+300,0+400,,sedang,lapen,6,,2022,,,,
5616,"Jl. Gandul-Batas Bojonegoro",118,2,0+400,0+500,,sedang,lapen,6,,2022,,,,
5617,"Jl. Gandul-Batas Bojonegoro",118,2,0+500,0+600,,sedang,lapen,6,,2022,,,,
5618,"Jl. Gandul-Batas Bojonegoro",118,2,0+600,0+700,,sedang,lapen,6,,2022,,,,
5619,"Jl. Gandul-Batas Bojonegoro",118,2,0+700,0+800,,sedang,lapen,6,,2022,,,,
5620,"Jl. Gandul-Batas Bojonegoro",118,2,0+800,0+900,,sedang,lapen,6,,2022,,,,
5621,"Jl. Gandul-Batas Bojonegoro",118,2,0+900,1+000,,sedang,lapen,6,,2022,,,,
5622,"Jl. Gandul-Batas Bojonegoro",118,2,1+000,1+100,,sedang,lapen,6,,2022,,,,
5623,"Jl. Gandul-Batas Bojonegoro",118,2,1+100,1+200,,sedang,lapen,6,,2022,,,,
5624,"Jl. Gandul-Batas Bojonegoro",118,2,1+200,1+300,,sedang,lapen,6,,2022,,,,
5625,"Jl. Gandul-Batas Bojonegoro",118,2,1+300,1+400,,sedang,lapen,6,,2022,,,,
5626,"Jl. Gandul-Batas Bojonegoro",118,2,1+500,1+590,,sedang,lapen,6,,2022,,,,
5628,"Jl. Luworo-Batas Ngawi",119,3,0+000,0+100,,sedang,lapen,6,,2022,,,,
5629,"Jl. Luworo-Batas Ngawi",119,3,0+100,0+200,,sedang,lapen,6,,2022,,,,
5630,"Jl. Luworo-Batas Ngawi",119,3,0+200,0+300,,sedang,lapen,6,,2022,,,,
5631,"Jl. Luworo-Batas Ngawi",119,3,0+300,0+400,,sedang,lapen,6,,2022,,,,
5632,"Jl. Luworo-Batas Ngawi",119,3,0+400,0+500,,sedang,lapen,6,,2022,,,,
5633,"Jl. Luworo-Batas Ngawi",119,3,0+500,0+600,,sedang,lapen,6,,2022,,,,
5634,"Jl. Luworo-Batas Ngawi",119,3,0+600,0+700,,sedang,lapen,6,,2022,,,,
5635,"Jl. Luworo-Batas Ngawi",119,3,0+700,0+800,,sedang,lapen,6,,2022,,,,
5636,"Jl. Luworo-Batas Ngawi",119,3,0+800,0+900,,sedang,lapen,6,,2022,,,,
5637,"Jl. Luworo-Batas Ngawi",119,3,0+900,1+000,,sedang,lapen,6,,2022,,,,
5638,"Jl. Luworo-Batas Ngawi",119,3,1+000,1+100,,sedang,lapen,6,,2022,,,,
5639,"Jl. Luworo-Batas Ngawi",119,3,1+100,1+200,,sedang,lapen,6,,2022,,,,
5640,"Jl. Luworo-Batas Ngawi",119,3,1+200,1+300,,sedang,lapen,6,,2022,,,,
5641,"Jl. Luworo-Batas Ngawi",119,3,1+300,1+400,,sedang,lapen,6,,2022,,,,
5642,"Jl. Luworo-Batas Ngawi",119,3,1+400,1+500,,sedang,lapen,6,,2022,,,,
5643,"Jl. Luworo-Batas Ngawi",119,3,1+500,1+600,,sedang,lapen,6,,2022,,,,
5644,"Jl. Luworo-Batas Ngawi",119,3,1+600,1+700,,sedang,lapen,6,,2022,,,,
5645,"Jl. Luworo-Batas Ngawi",119,3,1+700,1+800,,sedang,lapen,6,,2022,,,,
5646,"Jl. Luworo-Batas Ngawi",119,3,1+800,1+900,,sedang,lapen,6,,2022,,,,
5647,"Jl. Luworo-Batas Ngawi",119,3,1+900,2+000,,sedang,lapen,6,,2022,,,,
5648,"Jl. Luworo-Batas Ngawi",119,3,2+000,2+100,,sedang,lapen,6,,2022,,,,
5649,"Jl. Luworo-Batas Ngawi",119,3,2+100,2+200,,sedang,lapen,6,,2022,,,,
5650,"Jl. Luworo-Batas Ngawi",119,3,2+200,2+300,,sedang,lapen,6,,2022,,,,
5651,"Jl. Luworo-Batas Ngawi",119,3,2+300,2+400,,sedang,lapen,6,,2022,,,,
5652,"Jl. Luworo-Batas Ngawi",119,3,2+400,2+500,,sedang,lapen,6,,2022,,,,
5653,"Jl. Luworo-Batas Ngawi",119,3,2+500,2+600,,sedang,lapen,6,,2022,,,,
5654,"Jl. Luworo-Batas Ngawi",119,3,2+600,2+700,,sedang,lapen,6,,2022,,,,
5655,"Jl. Luworo-Batas Ngawi",119,3,2+700,2+800,,sedang,lapen,6,,2022,,,,
5656,"Jl. Luworo-Batas Ngawi",119,3,2+800,2+900,,sedang,lapen,6,,2022,,,,
5657,"Jl. Luworo-Batas Ngawi",119,3,3+000,3+015,,sedang,lapen,6,,2022,,,,
5659,"Jl. Kedungbanteng-Batas Ngawi",120,1,0+000,0+100,,sedang,lapen,6,,2022,,,,
5660,"Jl. Kedungbanteng-Batas Ngawi",120,1,0+100,0+200,,sedang,lapen,6,,2022,,,,
5661,"Jl. Kedungbanteng-Batas Ngawi",120,1,0+200,0+300,,sedang,lapen,6,,2022,,,,
5662,"Jl. Kedungbanteng-Batas Ngawi",120,1,0+300,0+400,,sedang,lapen,6,,2022,,,,
5663,"Jl. Kedungbanteng-Batas Ngawi",120,1,0+400,0+500,,sedang,lapen,6,,2022,,,,
5664,"Jl. Kedungbanteng-Batas Ngawi",120,1,0+500,0+600,,sedang,lapen,6,,2022,,,,
5665,"Jl. Kedungbanteng-Batas Ngawi",120,1,0+600,0+700,,sedang,lapen,6,,2022,,,,
5666,"Jl. Kedungbanteng-Batas Ngawi",120,1,0+700,0+800,,sedang,lapen,6,,2022,,,,
5667,"Jl. Kedungbanteng-Batas Ngawi",120,1,0+800,0+900,,sedang,lapen,6,,2022,,,,
5668,"Jl. Kedungbanteng-Batas Ngawi",120,1,0+900,1+000,,sedang,lapen,6,,2022,,,,
5669,"Jl. Kedungbanteng-Batas Ngawi",120,1,1+000,1+100,,sedang,lapen,6,,2022,,,,
5670,"Jl. Kedungbanteng-Batas Ngawi",120,1,1+100,1+200,,sedang,lapen,6,,2022,,,,
5671,"Jl. Kedungbanteng-Batas Ngawi",120,1,1+200,1+300,,sedang,lapen,6,,2022,,,,
5672,"Jl. Kedungbanteng-Batas Ngawi",120,1,1+300,1+400,,sedang,lapen,6,,2022,,,,
5673,"Jl. Kedungbanteng-Batas Ngawi",120,1,1+400,1+500,,sedang,lapen,6,,2022,,,,
5674,"Jl. Kedungbanteng-Batas Ngawi",120,1,1+500,1+600,,sedang,lapen,6,,2022,,,,
5675,"Jl. Kedungbanteng-Batas Ngawi",120,1,1+600,1+700,,sedang,lapen,6,,2022,,,,
5676,"Jl. Kedungbanteng-Batas Ngawi",120,1,1+700,1+800,,sedang,lapen,6,,2022,,,,
5677,"Jl. Kedungbanteng-Batas Ngawi",120,1,1+900,1+978,,sedang,lapen,6,,2022,,,,
5679,"Jl. Krebet-Batas Ngawi",121,2,0+000,0+100,,sedang,lapen,6,,2022,,,,
5680,"Jl. Krebet-Batas Ngawi",121,2,0+100,0+200,,sedang,lapen,6,,2022,,,,
5681,"Jl. Krebet-Batas Ngawi",121,2,0+200,0+300,,sedang,lapen,6,,2022,,,,
5682,"Jl. Krebet-Batas Ngawi",121,2,0+300,0+400,,sedang,lapen,6,,2022,,,,
5683,"Jl. Krebet-Batas Ngawi",121,2,0+400,0+500,,sedang,lapen,6,,2022,,,,
5684,"Jl. Krebet-Batas Ngawi",121,2,0+500,0+600,,sedang,lapen,6,,2022,,,,
5685,"Jl. Krebet-Batas Ngawi",121,2,0+600,0+700,,sedang,lapen,6,,2022,,,,
5686,"Jl. Krebet-Batas Ngawi",121,2,0+700,0+800,,sedang,lapen,6,,2022,,,,
5687,"Jl. Krebet-Batas Ngawi",121,2,0+800,0+900,,sedang,lapen,6,,2022,,,,
5688,"Jl. Krebet-Batas Ngawi",121,2,0+900,1+000,,sedang,lapen,6,,2022,,,,
5689,"Jl. Krebet-Batas Ngawi",121,2,1+000,1+100,,sedang,lapen,6,,2022,,,,
5690,"Jl. Krebet-Batas Ngawi",121,2,1+100,1+200,,sedang,lapen,6,,2022,,,,
5691,"Jl. Krebet-Batas Ngawi",121,2,1+200,1+300,,sedang,lapen,6,,2022,,,,
5692,"Jl. Krebet-Batas Ngawi",121,2,1+300,1+400,,sedang,lapen,6,,2022,,,,
5693,"Jl. Krebet-Batas Ngawi",121,2,1+400,1+500,,sedang,lapen,6,,2022,,,,
5694,"Jl. Krebet-Batas Ngawi",121,2,1+500,1+600,,sedang,lapen,6,,2022,,,,
5695,"Jl. Krebet-Batas Ngawi",121,2,1+600,1+700,,sedang,lapen,6,,2022,,,,
5696,"Jl. Krebet-Batas Ngawi",121,2,1+700,1+800,,sedang,lapen,6,,2022,,,,
5697,"Jl. Krebet-Batas Ngawi",121,2,1+800,1+900,,sedang,lapen,6,,2022,,,,
5698,"Jl. Krebet-Batas Ngawi",121,2,1+900,2+000,,sedang,lapen,6,,2022,,,,
5699,"Jl. Krebet-Batas Ngawi",121,2,2+100,2+166,,sedang,lapen,6,,2022,,,,
5701,"Jl. Pilangkenceng-Luworo",122,2,0+000,0+100,,sedang,lapen,6,,2022,,,,
5702,"Jl. Pilangkenceng-Luworo",122,2,0+100,0+200,,sedang,lapen,6,,2022,,,,
5703,"Jl. Pilangkenceng-Luworo",122,2,0+200,0+300,,sedang,lapen,6,,2022,,,,
5704,"Jl. Pilangkenceng-Luworo",122,2,0+300,0+400,,sedang,lapen,6,,2022,,,,
5705,"Jl. Pilangkenceng-Luworo",122,2,0+400,0+500,,sedang,lapen,6,,2022,,,,
5706,"Jl. Pilangkenceng-Luworo",122,2,0+500,0+600,,sedang,lapen,6,,2022,,,,
