No,Nm_Ruas,Kd_Inf,Panjang,STA_AWAL,STA_AKHIR,Fungsi,Kondisi,Tipe_Perke,Lebar_STA,Tahun_Reali,tahun,Tgl,Penanganan,Kondisi_Kini,Perke_Kini
534,Jl.Antarejo,,1501,1+300,1+400,,RB,lapen,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
535,Jl.Antarejo,,1501,1+500,1+500,,RB,lapen,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
537,Jl.Chery,,330,0+000,0+100,,RB,tanah,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
538,Jl.Chery,,330,0+100,0+200,,RB,tanah,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
539,Jl.Chery,,330,0+300,0+329,,RB,tanah,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
541,Jl.Gang Asem 1,,207,0+000,0+100,,RB,tanah,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
542,Jl.Gang Asem 1,,207,0+200,0+206,,RB,tanah,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
544,Jl.Gang Gatot Kaca 1,,198,0+100,0+198,,RB,tanah,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
546,Jl.Gang Gatot Kaca 2,,118,0+100,0+117,,RB,tanah,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
548,Jl.Gang Gatot Kaca 3,,102,0+100,0+102,,RB,beton,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
550,Jl.Gg pisang (RT.3,4 RW.1),,129,0+100,0+128,,RB,beton,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
552,Jl.Gg. Kertorejan,,128,0+100,0+127,,RB,beton,5,2023,2022,2023-01-11,pengaspalan,baik,aspal
555,Jl.Sentiaki,,1086,0+000,0+100,,baik,beton,5,,2022,,,,
556,Jl.Sentiaki,,1086,0+100,0+200,,baik,beton,5,,2022,,,,
557,Jl.Sentiaki,,1086,0+200,0+300,,baik,beton,5,,2022,,,,
558,Jl.Sentiaki,,1086,0+300,0+400,,baik,beton,5,,2022,,,,
559,Jl.Sentiaki,,1086,0+400,0+500,,baik,beton,5,,2022,,,,
560,Jl.Sentiaki,,1086,0+500,0+600,,baik,beton,5,,2022,,,,
561,Jl.Sentiaki,,1086,0+600,0+700,,baik,aspal,5,,2022,,,,
562,Jl.Sentiaki,,1086,0+700,0+800,,baik,aspal,5,,2022,,,,
563,Jl.Sentiaki,,1086,0+800,0+900,,baik,aspal,5,,2022,,,,
564,Jl.Sentiaki,,1086,1+000,1+085,,baik,aspal,5,,2022,,,,
