No,Nm_Ruas,Kd_Inf,Panjang,STA_AWAL,STA_AKHIR,Fungsi,Kondisi,Tipe_Perke,Lebar_STA,Tahun_Reali,tahun,Tgl,Penanganan,Kondisi_Kini,Perke_Kini
766,4224 - JL. BERBUDI,,486,0+200,0+300,,RR,makadam,5,,2022,,,,
767,4224 - JL. BERBUDI,,486,0+400,0+485,,RR,makadam,5,,2022,,,,
769,4225 - JL. JUWET/SURO,,434,0+000,0+100,,RR,makadam,5,,2022,,,,
770,4225 - JL. JUWET/SURO,,434,0+100,0+200,,RR,makadam,5,,2022,,,,
771,4225 - JL. JUWET/SURO,,434,0+200,0+300,,RR,makadam,5,,2022,,,,
772,4225 - JL. JUWET/SURO,,434,0+400,0+434,,RR,makadam,5,,2022,,,,
774,4226 - JL. PUNDEN,,622,0+000,0+100,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
775,4226 - JL. PUNDEN,,622,0+100,0+200,,RB,lapen,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
776,4226 - JL. PUNDEN,,622,0+200,0+300,,RB,lapen,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
777,4226 - JL. PUNDEN,,622,0+300,0+400,,RB,lapen,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
778,4226 - JL. PUNDEN,,622,0+400,0+500,,RB,lapen,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
779,4226 - JL. PUNDEN,,622,0+600,0+622,,RB,lapen,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
781,4227 - JL. PERHUTANI,,747,0+000,0+100,,RB,lapen,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
782,4227 - JL. PERHUTANI,,747,0+100,0+200,,RB,lapen,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
783,4227 - JL. PERHUTANI,,747,0+200,0+300,,RB,tanah,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
784,4227 - JL. PERHUTANI,,747,0+300,0+400,,RB,tanah,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
785,4227 - JL. PERHUTANI,,747,0+400,0+500,,RB,tanah,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
786,4227 - JL. PERHUTANI,,747,0+500,0+600,,RB,tanah,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
787,4227 - JL. PERHUTANI,,747,0+700,0+746,,RB,tanah,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
789,4228 - JL. M.I. BUNGA BANGSA,,726,0+000,0+100,,RB,beton,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
790,4228 - JL. M.I. BUNGA BANGSA,,726,0+100,0+200,,RB,beton,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
791,4228 - JL. M.I. BUNGA BANGSA,,726,0+200,0+300,,RB,beton,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
792,4228 - JL. M.I. BUNGA BANGSA,,726,0+300,0+400,,RB,beton,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
793,4228 - JL. M.I. BUNGA BANGSA,,726,0+400,0+500,,RB,beton,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
794,4228 - JL. M.I. BUNGA BANGSA,,726,0+500,0+600,,RB,aspal,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
795,4228 - JL. M.I. BUNGA BANGSA,,726,0+700,0+725,,RB,aspal,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
797,4229 - JL. M.I. FARHIN,,835,0+000,0+100,,RB,aspal,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
798,4229 - JL. M.I. FARHIN,,835,0+100,0+200,,RB,aspal,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
799,4229 - JL. M.I. FARHIN,,835,0+200,0+300,,RB,aspal,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
800,4229 - JL. M.I. FARHIN,,835,0+300,0+400,,baik,aspal,5,,2022,,,,
801,4229 - JL. M.I. FARHIN,,835,0+400,0+500,,baik,aspal,5,,2022,,,,
802,4229 - JL. M.I. FARHIN,,835,0+500,0+600,,baik,makadam,5,,2022,,,,
803,4229 - JL. M.I. FARHIN,,835,0+600,0+700,,baik,makadam,5,,2022,,,,
804,4229 - JL. M.I. FARHIN,,835,0+800,0+834,,baik,makadam,5,,2022,,,,
806,4230 - JL. WAHID HASYIM,,2271,0+000,0+100,,baik,makadam,5,,2022,,,,
807,4230 - JL. WAHID HASYIM,,2271,0+100,0+200,,baik,makadam,5,,2022,,,,
808,4230 - JL. WAHID HASYIM,,2271,0+200,0+300,,baik,makadam,5,,2022,,,,
809,4230 - JL. WAHID HASYIM,,2271,0+300,0+400,,baik,makadam,5,,2022,,,,
810,4230 - JL. WAHID HASYIM,,2271,0+400,0+500,,baik,makadam,5,,2022,,,,
811,4230 - JL. WAHID HASYIM,,2271,0+500,0+600,,baik,makadam,5,,2022,,,,
812,4230 - JL. WAHID HASYIM,,2271,0+600,0+700,,baik,makadam,5,,2022,,,,
813,4230 - JL. WAHID HASYIM,,2271,0+700,0+800,,baik,makadam,5,,2022,,,,
814,4230 - JL. WAHID HASYIM,,2271,0+800,0+900,,baik,lapen,5,,2022,,,,
815,4230 - JL. WAHID HASYIM,,2271,0+900,1+000,,baik,lapen,5,,2022,,,,
816,4230 - JL. WAHID HASYIM,,2271,1+000,1+100,,baik,lapen,5,,2022,,,,
817,4230 - JL. WAHID HASYIM,,2271,1+100,1+200,,baik,lapen,5,,2022,,,,
818,4230 - JL. WAHID HASYIM,,2271,1+200,1+300,,sedang,lapen,5,,2022,,,,
819,4230 - JL. WAHID HASYIM,,2271,1+300,1+400,,sedang,lapen,5,,2022,,,,
820,4230 - JL. WAHID HASYIM,,2271,1+400,1+500,,sedang,lapen,5,,2022,,,,
821,4230 - JL. WAHID HASYIM,,2271,1+500,1+600,,sedang,tanah,5,,2022,,,,
822,4230 - JL. WAHID HASYIM,,2271,1+600,1+700,,sedang,tanah,5,,2022,,,,
823,4230 - JL. WAHID HASYIM,,2271,1+700,1+800,,sedang,tanah,5,,2022,,,,
824,4230 - JL. WAHID HASYIM,,2271,1+800,1+900,,sedang,tanah,5,,2022,,,,
825,4230 - JL. WAHID HASYIM,,2271,1+900,2+000,,sedang,tanah,5,,2022,,,,
826,4230 - JL. WAHID HASYIM,,2271,2+000,2+100,,sedang,beton,5,,2022,,,,
827,4230 - JL. WAHID HASYIM,,2271,2+200,2+271,,sedang,beton,5,,2022,,,,
829,4231 - JL. COKRO AMINOTO,,603,0+000,0+100,,sedang,beton,5,,2022,,,,
830,4231 - JL. COKRO AMINOTO,,603,0+100,0+200,,sedang,beton,5,,2022,,,,
831,4231 - JL. COKRO AMINOTO,,603,0+200,0+300,,sedang,beton,5,,2022,,,,
832,4231 - JL. COKRO AMINOTO,,603,0+300,0+400,,sedang,aspal,5,,2022,,,,
833,4231 - JL. COKRO AMINOTO,,603,0+400,0+500,,sedang,aspal,5,,2022,,,,
834,4231 - JL. COKRO AMINOTO,,603,0+600,0+602,,sedang,aspal,5,,2022,,,,
836,4232 - JL. TENGKU UMAR,,844,0+000,0+100,,sedang,aspal,5,,2022,,,,
837,4232 - JL. TENGKU UMAR,,844,0+100,0+200,,sedang,aspal,5,,2022,,,,
838,4232 - JL. TENGKU UMAR,,844,0+200,0+300,,sedang,aspal,5,,2022,,,,
839,4232 - JL. TENGKU UMAR,,844,0+300,0+400,,sedang,aspal,5,,2022,,,,
840,4232 - JL. TENGKU UMAR,,844,0+400,0+500,,sedang,makadam,5,,2022,,,,
841,4232 - JL. TENGKU UMAR,,844,0+500,0+600,,RR,makadam,5,,2022,,,,
842,4232 - JL. TENGKU UMAR,,844,0+600,0+700,,RR,makadam,5,,2022,,,,
843,4232 - JL. TENGKU UMAR,,844,0+800,0+844,,RR,makadam,5,,2022,,,,
845,4233 - JL. SANDANG PANGAN,,243,0+000,0+100,,RR,makadam,5,,2022,,,,
846,4233 - JL. SANDANG PANGAN,,243,0+200,0+242,,RR,makadam,5,,2022,,,,
848,4234 - JL. TOTO TENTREM,,509,0+000,0+100,,RR,makadam,5,,2022,,,,
849,4234 - JL. TOTO TENTREM,,509,0+100,0+200,,RR,makadam,5,,2022,,,,
850,4234 - JL. TOTO TENTREM,,509,0+200,0+300,,RR,makadam,5,,2022,,,,
851,4234 - JL. TOTO TENTREM,,509,0+300,0+400,,RR,makadam,5,,2022,,,,
852,4234 - JL. TOTO TENTREM,,509,0+500,0+508,,RR,makadam,5,,2022,,,,
854,4235 - JL. LOHJINAWI,,636,0+000,0+100,,RR,lapen,5,,2022,,,,
855,4235 - JL. LOHJINAWI,,636,0+100,0+200,,RR,lapen,5,,2022,,,,
856,4235 - JL. LOHJINAWI,,636,0+200,0+300,,RR,lapen,5,,2022,,,,
857,4235 - JL. LOHJINAWI,,636,0+300,0+400,,RR,lapen,5,,2022,,,,
858,4235 - JL. LOHJINAWI,,636,0+400,0+500,,RR,lapen,5,,2022,,,,
859,4235 - JL. LOHJINAWI,,636,0+600,0+636,,RR,lapen,5,,2022,,,,
861,4236 - JL. SANGGRAHAN,,863,0+000,0+100,,RR,lapen,5,,2022,,,,
862,4236 - JL. SANGGRAHAN,,863,0+100,0+200,,RR,tanah,5,,2022,,,,
863,4236 - JL. SANGGRAHAN,,863,0+200,0+300,,RR,tanah,5,,2022,,,,
864,4236 - JL. SANGGRAHAN,,863,0+300,0+400,,RR,tanah,5,,2022,,,,
865,4236 - JL. SANGGRAHAN,,863,0+400,0+500,,RB,tanah,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
866,4236 - JL. SANGGRAHAN,,863,0+500,0+600,,RB,tanah,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
867,4236 - JL. SANGGRAHAN,,863,0+600,0+700,,RB,beton,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
868,4236 - JL. SANGGRAHAN,,863,0+800,0+863,,RB,beton,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
870,4237 - JL. LAPANGAN BERAN,,425,0+000,0+100,,RB,beton,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
871,4237 - JL. LAPANGAN BERAN,,425,0+100,0+200,,RB,beton,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
872,4237 - JL. LAPANGAN BERAN,,425,0+200,0+300,,RB,beton,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
873,4237 - JL. LAPANGAN BERAN,,425,0+400,0+425,,RB,aspal,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
875,4238 - JL. TEGAL ASRI,,1211,0+000,0+100,,RB,aspal,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
876,4238 - JL. TEGAL ASRI,,1211,0+100,0+200,,RB,aspal,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
877,4238 - JL. TEGAL ASRI,,1211,0+200,0+300,,RB,aspal,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
878,4238 - JL. TEGAL ASRI,,1211,0+300,0+400,,RB,aspal,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
879,4238 - JL. TEGAL ASRI,,1211,0+400,0+500,,RB,aspal,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
880,4238 - JL. TEGAL ASRI,,1211,0+500,0+600,,RB,aspal,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
881,4238 - JL. TEGAL ASRI,,1211,0+600,0+700,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
882,4238 - JL. TEGAL ASRI,,1211,0+700,0+800,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
883,4238 - JL. TEGAL ASRI,,1211,0+800,0+900,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
884,4238 - JL. TEGAL ASRI,,1211,0+900,1+000,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
885,4238 - JL. TEGAL ASRI,,1211,1+000,1+100,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
886,4238 - JL. TEGAL ASRI,,1211,1+200,1+210,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
888,4239 - JL. MONTIKAN,,1105,0+000,0+100,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
889,4239 - JL. MONTIKAN,,1105,0+100,0+200,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
890,4239 - JL. MONTIKAN,,1105,0+200,0+300,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
891,4239 - JL. MONTIKAN,,1105,0+300,0+400,,baik,makadam,5,,2022,,,,
892,4239 - JL. MONTIKAN,,1105,0+400,0+500,,baik,makadam,5,,2022,,,,
893,4239 - JL. MONTIKAN,,1105,0+500,0+600,,baik,lapen,5,,2022,,,,
894,4239 - JL. MONTIKAN,,1105,0+600,0+700,,baik,lapen,5,,2022,,,,
895,4239 - JL. MONTIKAN,,1105,0+700,0+800,,baik,lapen,5,,2022,,,,
896,4239 - JL. MONTIKAN,,1105,0+800,0+900,,baik,lapen,5,,2022,,,,
897,4239 - JL. MONTIKAN,,1105,0+900,1+000,,baik,lapen,5,,2022,,,,
898,4239 - JL. MONTIKAN,,1105,1+100,1+105,,baik,lapen,5,,2022,,,,
900,4240 - JL. DIPONEGORO,,774,0+000,0+100,,baik,lapen,5,,2022,,,,
901,4240 - JL. DIPONEGORO,,774,0+100,0+200,,baik,tanah,5,,2022,,,,
902,4240 - JL. DIPONEGORO,,774,0+200,0+300,,baik,tanah,5,,2022,,,,
903,4240 - JL. DIPONEGORO,,774,0+300,0+400,,baik,tanah,5,,2022,,,,
904,4240 - JL. DIPONEGORO,,774,0+400,0+500,,baik,tanah,5,,2022,,,,
905,4240 - JL. DIPONEGORO,,774,0+500,0+600,,baik,tanah,5,,2022,,,,
906,4240 - JL. DIPONEGORO,,774,0+700,0+773,,baik,beton,5,,2022,,,,
908,4241 - JL. RADEN PATAH,,315,0+000,0+100,,baik,beton,5,,2022,,,,
909,4241 - JL. RADEN PATAH,,315,0+100,0+200,,baik,beton,5,,2022,,,,
910,4241 - JL. RADEN PATAH,,315,0+300,0+315,,sedang,beton,5,,2022,,,,
912,4242 - JL. K.H. MOJO I,,413,0+000,0+100,,sedang,beton,5,,2022,,,,
913,4242 - JL. K.H. MOJO I,,413,0+100,0+200,,sedang,aspal,5,,2022,,,,
914,4242 - JL. K.H. MOJO I,,413,0+200,0+300,,sedang,aspal,5,,2022,,,,
915,4242 - JL. K.H. MOJO I,,413,0+400,0+413,,sedang,aspal,5,,2022,,,,
917,4243 - JL. K.H. MOJO II,,271,0+000,0+100,,sedang,aspal,5,,2022,,,,
918,4243 - JL. K.H. MOJO II,,271,0+200,0+270,,sedang,aspal,5,,2022,,,,
920,4244 - JL. AGUS SALIM,,1497,0+000,0+100,,sedang,aspal,5,,2022,,,,
921,4244 - JL. AGUS SALIM,,1497,0+100,0+200,,sedang,aspal,5,,2022,,,,
922,4244 - JL. AGUS SALIM,,1497,0+200,0+300,,sedang,makadam,5,,2022,,,,
923,4244 - JL. AGUS SALIM,,1497,0+300,0+400,,sedang,makadam,5,,2022,,,,
924,4244 - JL. AGUS SALIM,,1497,0+400,0+500,,sedang,makadam,5,,2022,,,,
925,4244 - JL. AGUS SALIM,,1497,0+500,0+600,,sedang,makadam,5,,2022,,,,
926,4244 - JL. AGUS SALIM,,1497,0+600,0+700,,sedang,makadam,5,,2022,,,,
927,4244 - JL. AGUS SALIM,,1497,0+700,0+800,,sedang,makadam,5,,2022,,,,
928,4244 - JL. AGUS SALIM,,1497,0+800,0+900,,sedang,makadam,5,,2022,,,,
929,4244 - JL. AGUS SALIM,,1497,0+900,1+000,,sedang,makadam,5,,2022,,,,
930,4244 - JL. AGUS SALIM,,1497,1+000,1+100,,sedang,makadam,5,,2022,,,,
931,4244 - JL. AGUS SALIM,,1497,1+100,1+200,,sedang,makadam,5,,2022,,,,
932,4244 - JL. AGUS SALIM,,1497,1+200,1+300,,sedang,makadam,5,,2022,,,,
933,4244 - JL. AGUS SALIM,,1497,1+400,1+497,,sedang,lapen,5,,2022,,,,
935,4245 - JL. MELATI,,358,0+000,0+100,,RR,lapen,5,,2022,,,,
936,4245 - JL. MELATI,,358,0+100,0+200,,RR,lapen,5,,2022,,,,
937,4245 - JL. MELATI,,358,0+300,0+357,,RR,lapen,5,,2022,,,,
939,4246 - JL. MENUR,,613,0+000,0+100,,RR,lapen,5,,2022,,,,
940,4246 - JL. MENUR,,613,0+100,0+200,,RR,lapen,5,,2022,,,,
941,4246 - JL. MENUR,,613,0+200,0+300,,RR,lapen,5,,2022,,,,
942,4246 - JL. MENUR,,613,0+300,0+400,,RR,tanah,5,,2022,,,,
943,4246 - JL. MENUR,,613,0+400,0+500,,RR,tanah,5,,2022,,,,
944,4246 - JL. MENUR,,613,0+600,0+613,,RR,tanah,5,,2022,,,,
946,4247 - JL. NOGO,,1241,0+000,0+100,,RR,tanah,5,,2022,,,,
947,4247 - JL. NOGO,,1241,0+100,0+200,,RR,tanah,5,,2022,,,,
948,4247 - JL. NOGO,,1241,0+200,0+300,,RR,beton,5,,2022,,,,
949,4247 - JL. NOGO,,1241,0+300,0+400,,RR,beton,5,,2022,,,,
950,4247 - JL. NOGO,,1241,0+400,0+500,,RR,beton,5,,2022,,,,
951,4247 - JL. NOGO,,1241,0+500,0+600,,RR,beton,5,,2022,,,,
952,4247 - JL. NOGO,,1241,0+600,0+700,,RR,beton,5,,2022,,,,
953,4247 - JL. NOGO,,1241,0+700,0+800,,RR,aspal,5,,2022,,,,
954,4247 - JL. NOGO,,1241,0+800,0+900,,RR,aspal,5,,2022,,,,
955,4247 - JL. NOGO,,1241,0+900,1+000,,RR,aspal,5,,2022,,,,
956,4247 - JL. NOGO,,1241,1+000,1+100,,RR,aspal,5,,2022,,,,
957,4247 - JL. NOGO,,1241,1+200,1+240,,RB,aspal,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
959,4248 - JL. SAUR,,783,0+000,0+100,,RB,aspal,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
960,4248 - JL. SAUR,,783,0+100,0+200,,RB,aspal,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
961,4248 - JL. SAUR,,783,0+200,0+300,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
962,4248 - JL. SAUR,,783,0+300,0+400,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
963,4248 - JL. SAUR,,783,0+400,0+500,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
964,4248 - JL. SAUR,,783,0+500,0+600,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
965,4248 - JL. SAUR,,783,0+700,0+782,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
967,4301 - JL. SUMBERMORO,,500,0+000,0+100,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
968,4301 - JL. SUMBERMORO,,500,0+100,0+200,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
969,4301 - JL. SUMBERMORO,,500,0+200,0+300,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
970,4301 - JL. SUMBERMORO,,500,0+400,0+499,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
972,4302 - JL. SUMBERSAKTI,,242,0+000,0+100,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
973,4302 - JL. SUMBERSAKTI,,242,0+200,0+242,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
975,4303 - JL. KARYAWAN,,383,0+000,0+100,,RB,lapen,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
976,4303 - JL. KARYAWAN,,383,0+100,0+200,,RB,lapen,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
977,4303 - JL. KARYAWAN,,383,0+300,0+383,,RB,lapen,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
979,4304 - JL. SUMBER MAS,,323,0+000,0+100,,RB,lapen,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
980,4304 - JL. SUMBER MAS,,323,0+100,0+200,,RB,lapen,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
981,4304 - JL. SUMBER MAS,,323,0+300,0+323,,RB,lapen,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
983,4305 - JL. SENDANG BEJI,,327,0+000,0+100,,RB,lapen,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
984,4305 - JL. SENDANG BEJI,,327,0+100,0+200,,RB,tanah,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
985,4305 - JL. SENDANG BEJI,,327,0+300,0+326,,RB,tanah,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
987,4306 - JL. BRANJANGAN I/B,,258,0+000,0+100,,baik,tanah,5,,2022,,,,
988,4306 - JL. BRANJANGAN I/B,,258,0+200,0+258,,baik,tanah,5,,2022,,,,
990,4307 - JL. BRANJANGAN I,,327,0+000,0+100,,baik,tanah,5,,2022,,,,
991,4307 - JL. BRANJANGAN I,,327,0+100,0+200,,baik,beton,5,,2022,,,,
992,4307 - JL. BRANJANGAN I,,327,0+300,0+326,,baik,beton,5,,2022,,,,
994,4308 - JL. SETYA RUKUN,,500,0+000,0+100,,baik,beton,5,,2022,,,,
995,4308 - JL. SETYA RUKUN,,500,0+100,0+200,,baik,beton,5,,2022,,,,
996,4308 - JL. SETYA RUKUN,,500,0+200,0+300,,baik,beton,5,,2022,,,,
997,4308 - JL. SETYA RUKUN,,500,0+400,0+499,,baik,aspal,5,,2022,,,,
999,4309 - JL. SERBA GUNA,,188,0+000,0+100,,baik,aspal,5,,2022,,,,
1001,4310 - JL. EKA BHAKTI,,736,0+000,0+100,,baik,aspal,5,,2022,,,,
1002,4310 - JL. EKA BHAKTI,,736,0+100,0+200,,baik,aspal,5,,2022,,,,
1003,4310 - JL. EKA BHAKTI,,736,0+200,0+300,,baik,aspal,5,,2022,,,,
1004,4310 - JL. EKA BHAKTI,,736,0+300,0+400,,baik,aspal,5,,2022,,,,
1005,4310 - JL. EKA BHAKTI,,736,0+400,0+500,,baik,aspal,5,,2022,,,,
1006,4310 - JL. EKA BHAKTI,,736,0+500,0+600,,baik,makadam,5,,2022,,,,
1007,4310 - JL. EKA BHAKTI,,736,0+700,0+736,,baik,makadam,5,,2022,,,,
1009,4311 - JL. SWAKARYA,,317,0+000,0+100,,sedang,makadam,5,,2022,,,,
1010,4311 - JL. SWAKARYA,,317,0+100,0+200,,sedang,makadam,5,,2022,,,,
1011,4311 - JL. SWAKARYA,,317,0+300,0+317,,sedang,makadam,5,,2022,,,,
1013,4312 - JL. SWANARDIPA,,195,0+000,0+100,,sedang,makadam,5,,2022,,,,
1015,4313 - JL. SWASEMBADA,,263,0+000,0+100,,sedang,makadam,5,,2022,,,,
1016,4313 - JL. SWASEMBADA,,263,0+200,0+263,,sedang,makadam,5,,2022,,,,
1018,4314 - JL. KANAL TIMUR,,1094,0+000,0+100,,sedang,makadam,5,,2022,,,,
1019,4314 - JL. KANAL TIMUR,,1094,0+100,0+200,,sedang,makadam,5,,2022,,,,
1020,4314 - JL. KANAL TIMUR,,1094,0+200,0+300,,sedang,makadam,5,,2022,,,,
1021,4314 - JL. KANAL TIMUR,,1094,0+300,0+400,,sedang,lapen,5,,2022,,,,
1022,4314 - JL. KANAL TIMUR,,1094,0+400,0+500,,sedang,lapen,5,,2022,,,,
1023,4314 - JL. KANAL TIMUR,,1094,0+500,0+600,,sedang,lapen,5,,2022,,,,
1024,4314 - JL. KANAL TIMUR,,1094,0+600,0+700,,sedang,lapen,5,,2022,,,,
1025,4314 - JL. KANAL TIMUR,,1094,0+700,0+800,,sedang,lapen,5,,2022,,,,
1026,4314 - JL. KANAL TIMUR,,1094,0+800,0+900,,sedang,lapen,5,,2022,,,,
1027,4314 - JL. KANAL TIMUR,,1094,1+000,1+094,,sedang,lapen,5,,2022,,,,
1029,4315 - JL. SETYA DARMA,,668,0+000,0+100,,sedang,tanah,5,,2022,,,,
1030,4315 - JL. SETYA DARMA,,668,0+100,0+200,,sedang,tanah,5,,2022,,,,
1031,4315 - JL. SETYA DARMA,,668,0+200,0+300,,sedang,tanah,5,,2022,,,,
1032,4315 - JL. SETYA DARMA,,668,0+300,0+400,,sedang,tanah,5,,2022,,,,
1033,4315 - JL. SETYA DARMA,,668,0+400,0+500,,sedang,tanah,5,,2022,,,,
1034,4315 - JL. SETYA DARMA,,668,0+600,0+667,,RR,beton,5,,2022,,,,
325,4064 - JL. CAKRANINGRAT,,1027,0+000,0+100,,RR,beton,5,,2022,,,,
326,4064 - JL. CAKRANINGRAT,,1027,0+100,0+200,,RR,beton,5,,2022,,,,
327,4064 - JL. CAKRANINGRAT,,1027,0+200,0+300,,RR,beton,5,,2022,,,,
328,4064 - JL. CAKRANINGRAT,,1027,0+300,0+400,,RR,beton,5,,2022,,,,
329,4064 - JL. CAKRANINGRAT,,1027,0+400,0+500,,RR,aspal,5,,2022,,,,
330,4064 - JL. CAKRANINGRAT,,1027,0+500,0+600,,RR,aspal,5,,2022,,,,
331,4064 - JL. CAKRANINGRAT,,1027,0+600,0+700,,RR,aspal,5,,2022,,,,
332,4064 - JL. CAKRANINGRAT,,1027,0+700,0+800,,RR,aspal,5,,2022,,,,
333,4064 - JL. CAKRANINGRAT,,1027,0+800,0+900,,RR,aspal,5,,2022,,,,
334,4064 - JL. CAKRANINGRAT,,1027,0+900,1+000,,RR,aspal,5,,2022,,,,
335,4064 - JL. CAKRANINGRAT,,1027,1+000,1+026,,RR,aspal,5,,2022,,,,
369,4070 - JL. WIBOWO,,414,0+300,0+400,,RR,makadam,5,,2022,,,,
370,4070 - JL. WIBOWO,,414,0+000,0+100,,RR,makadam,5,,2022,,,,
371,4070 - JL. WIBOWO,,414,0+100,0+200,,RR,makadam,5,,2022,,,,
372,4070 - JL. WIBOWO,,414,0+200,0+300,,RR,makadam,5,,2022,,,,
373,4070 - JL. WIBOWO,,414,0+400,0+414,,RR,makadam,5,,2022,,,,
470,4093 - JL. CEMPAKA I,,62,0+000,0+062,,RR,makadam,5,,2022,,,,
338,4066 - JL. MERPATI (BALEREJO),,576,0+000,0+100,,RR,makadam,5,,2022,,,,
339,4066 - JL. MERPATI (BALEREJO),,576,0+100,0+200,,RR,makadam,5,,2022,,,,
340,4066 - JL. MERPATI (BALEREJO),,576,0+200,0+300,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
341,4066 - JL. MERPATI (BALEREJO),,576,0+300,0+400,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
342,4066 - JL. MERPATI (BALEREJO),,576,0+400,0+500,,RB,makadam,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
343,4066 - JL. MERPATI (BALEREJO),,576,0+500,0+576,,RB,lapen,5,2022,2022,2022-12-27,pemeliharaan rutin,baik,aspal
