Panjang;STA_AWAL;STA_AKHIR;No;Nm_Ruas;Kondisi;Tipe_Perke;Lebar_STA
1278,61;0+700;0+800;362;4068 - JL. KARANGLO I;RB;tanah;3
1278,61;0+800;0+900;363;4068 - JL. KARANGLO I;RB;tanah;3
1278,61;0+900;1+000;364;4068 - JL. KARANGLO I;RB;tanah;3
1278,61;1+000;1+100;365;4068 - JL. KARANGLO I;RB;tanah;3
1278,61;1+100;1+200;354;4068 - JL. KARANGLO I;RB;tanah;3
1278,61;1+200;1+276;366;4068 - JL. KARANGLO I;RB;tanah;3
128,63;0+000;0+100;368;4069 - JL. KARANGLO II;sedang;aspal;3
128,63;0+100;0+128;367;4069 - JL. KARANGLO II;sedang;aspal;3
414,19;0+000;0+100;370;4070 - JL. WIBOWO;sedang;aspal;3
414,19;0+100;0+200;371;4070 - JL. WIBOWO;sedang;aspal;3
414,19;0+200;0+300;372;4070 - JL. WIBOWO;sedang;aspal;3
414,19;0+300;0+400;369;4070 - JL. WIBOWO;baik;aspal;3
414,19;0+400;0+414;373;4070 - JL. WIBOWO;baik;aspal;3
283,70;0+000;0+100;375;4071 - JL. SEMBADA;baik;aspal;3
283,70;0+100;0+200;374;4071 - JL. SEMBADA;baik;aspal;3
283,70;0+200;0+283;376;4071 - JL. SEMBADA;baik;aspal;3
241,22;0+000;0+100;378;4072 - JL. KYAI SERANG;baik;aspal;4
241,22;0+100;0+200;377;4072 - JL. KYAI SERANG;baik;aspal;4
241,22;0+200;0+241;379;4072 - JL. KYAI SERANG;baik;beton;4
1273,49;0+000;0+100;381;4073 - JL SUHADA HAJI;sedang;aspal;3
1273,49;0+100;0+200;382;4073 - JL SUHADA HAJI;sedang;aspal;3
1273,49;0+200;0+300;383;4073 - JL SUHADA HAJI;baik;aspal;3
1273,49;0+300;0+400;384;4073 - JL SUHADA HAJI;sedang;aspal;3
1273,49;0+400;0+500;385;4073 - JL SUHADA HAJI;baik;aspal;3
1273,49;0+500;0+600;386;4073 - JL SUHADA HAJI;sedang;tanah;3
1273,49;0+600;0+700;387;4073 - JL SUHADA HAJI;RB;tanah;3
1273,49;0+700;0+800;388;4073 - JL SUHADA HAJI;RB;tanah;3
1273,49;0+800;0+900;389;4073 - JL SUHADA HAJI;RB;tanah;3
1273,49;0+900;1+000;390;4073 - JL SUHADA HAJI;RB;tanah;3
1273,49;1+000;1+100;391;4073 - JL SUHADA HAJI;RB;tanah;3
1273,49;1+100;1+200;380;4073 - JL SUHADA HAJI;RB;tanah;3
1273,49;1+200;1+273;392;4073 - JL SUHADA HAJI;RB;tanah;3
159,42;0+000;0+100;394;4074 - JL. KUTILANG;baik;aspal;5
159,42;0+100;0+159;393;4074 - JL. KUTILANG;baik;aspal;5
587,81;0+000;0+100;396;4075 - JL. JL. MANYAR;RR;beton;3
587,81;0+100;0+200;397;4075 - JL. JL. MANYAR;RB;tanah;3
587,81;0+200;0+300;398;4075 - JL. JL. MANYAR;RB;tanah;3
587,81;0+300;0+400;399;4075 - JL. JL. MANYAR;baik;beton;3
587,81;0+400;0+500;395;4075 - JL. JL. MANYAR;baik;beton;3
587,81;0+500;0+587;400;4075 - JL. JL. MANYAR;baik;beton;3
212,73;0+000;0+100;402;4076 - JL. S. PARMAN;baik;beton;10
212,73;0+100;0+200;401;4076 - JL. S. PARMAN;baik;beton;10
212,73;0+200;0+212;403;4076 - JL. S. PARMAN;baik;beton;10
608,26;0+000;0+100;405;4077 - JL. PANJAITAN;baik;aspal;6
608,26;0+100;0+200;406;4077 - JL. PANJAITAN;baik;aspal;6
608,26;0+200;0+300;407;4077 - JL. PANJAITAN;sedang;aspal;6
608,26;0+300;0+400;408;4077 - JL. PANJAITAN;sedang;aspal;6
608,26;0+400;0+500;409;4077 - JL. PANJAITAN;baik;aspal;6
608,26;0+500;0+600;404;4077 - JL. PANJAITAN;baik;aspal;6
608,26;0+600;0+608;410;4077 - JL. PANJAITAN;baik;aspal;6
197,60;0+000;0+100;412;4078 - JL. SUMATRA;baik;aspal;7
197,60;0+100;0+197;411;4078 - JL. SUMATRA;baik;aspal;7
89,85;0+000;0+089;413;4079 - JL. BALI;baik;aspal;7
395,86;0+000;0+100;415;4080 - JL. KALIMANTAN;baik;aspal;6
395,86;0+100;0+200;416;4080 - JL. KALIMANTAN;baik;aspal;6
395,86;0+200;0+300;414;4080 - JL. KALIMANTAN;baik;aspal;6
395,86;0+300;0+300;417;4080 - JL. KALIMANTAN;baik;aspal;6
353,76;0+000;0+100;419;4081 - JL. MADURA;baik;aspal;5
353,76;0+100;0+200;420;4081 - JL. MADURA;baik;aspal;5
353,76;0+200;0+300;418;4081 - JL. MADURA;baik;aspal;5
353,76;0+300;0+353;421;4081 - JL. MADURA;baik;aspal;5
192,24;0+000;0+100;423;4082 - JL. SULAWESI;baik;aspal;4
192,24;0+100;0+192;422;4082 - JL. SULAWESI;baik;aspal;4
95,47;0+000;0+095;424;4083 - JL. FLORES;sedang;aspal;3
212,45;0+000;0+100;426;4084 - JL. SUMBAWA;baik;aspal;3
212,45;0+100;0+200;425;4084 - JL. SUMBAWA;sedang;aspal;3
212,45;0+200;0+212;427;4084 - JL. SUMBAWA;baik;aspal;3
385,06;0+000;0+100;429;4085 - JL. CENDRAWASIH;sedang;aspal;5
385,06;0+100;0+200;430;4085 - JL. CENDRAWASIH;sedang;aspal;5
385,06;0+200;0+300;428;4085 - JL. CENDRAWASIH;sedang;aspal;5
385,06;0+300;0+385;431;4085 - JL. CENDRAWASIH;sedang;aspal;5
694,69;0+000;0+100;433;4086 - JL. RAJAWALI;baik;aspal;4
694,69;0+100;0+200;434;4086 - JL. RAJAWALI;sedang;aspal;4
694,69;0+200;0+300;435;4086 - JL. RAJAWALI;baik;aspal;4
694,69;0+300;0+400;436;4086 - JL. RAJAWALI;sedang;aspal;4
694,69;0+400;0+500;437;4086 - JL. RAJAWALI;baik;aspal;4
694,69;0+500;0+600;432;4086 - JL. RAJAWALI;sedang;aspal;4
694,69;0+600;0+694;438;4086 - JL. RAJAWALI;baik;aspal;4
319,35;0+000;0+100;440;4087 - JL. MENUR;baik;aspal;4
319,35;0+100;0+200;441;4087 - JL. MENUR;baik;aspal;4
319,35;0+200;0+300;439;4087 - JL. MENUR;baik;aspal;4
319,35;0+300;0+319;442;4087 - JL. MENUR;baik;aspal;4
285,04;0+000;0+100;444;4088 - JL. NIAS;baik;aspal;3
285,04;0+100;0+200;443;4088 - JL. NIAS;baik;aspal;3
285,04;0+200;0+285;445;4088 - JL. NIAS;baik;aspal;3
657,00;0+000;0+100;447;4089 - JL. KENARI;sedang;aspal;5
657,00;0+100;0+200;448;4089 - JL. KENARI;sedang;aspal;5
657,00;0+200;0+300;449;4089 - JL. KENARI;sedang;aspal;5
657,00;0+300;0+400;450;4089 - JL. KENARI;sedang;aspal;5
657,00;0+400;0+500;451;4089 - JL. KENARI;sedang;aspal;5
657,00;0+500;0+600;446;4089 - JL. KENARI;sedang;aspal;5
657,00;0+600;0+657;452;4089 - JL. KENARI;sedang;aspal;5
291,27;0+000;0+100;454;4090 - JL. PARKIT;baik;aspal;5
291,27;0+100;0+200;453;4090 - JL. PARKIT;baik;aspal;5
291,27;0+200;0+291;455;4090 - JL. PARKIT;baik;aspal;5
797,87;0+000;0+100;457;4091 - JL. BETET;sedang;beton;3
797,87;0+100;0+200;458;4091 - JL. BETET;RR;beton;3
797,87;0+200;0+300;459;4091 - JL. BETET;RR;beton;3
797,87;0+300;0+400;460;4091 - JL. BETET;RR;beton;3
797,87;0+400;0+500;461;4091 - JL. BETET;RR;beton;3
797,87;0+500;0+600;462;4091 - JL. BETET;sedang;beton;3
797,87;0+600;0+700;456;4091 - JL. BETET;RR;beton;3
797,87;0+700;0+797;463;4091 - JL. BETET;sedang;beton;3
592,57;0+000;0+100;465;4092 - JL. SRITI;baik;beton;3
592,57;0+100;0+200;466;4092 - JL. SRITI;baik;beton;3
592,57;0+200;0+300;467;4092 - JL. SRITI;baik;beton;3
592,57;0+300;0+400;468;4092 - JL. SRITI;baik;beton;3
592,57;0+400;0+500;464;4092 - JL. SRITI;baik;beton;3
592,57;0+500;0+592;469;4092 - JL. SRITI;baik;beton;3
62,05;0+000;0+062;470;4093 - JL. CEMPAKA I;baik;aspal;3
128,92;0+000;0+100;472;4094 - JL. CEMPAKA II;baik;aspal;3
128,92;0+100;0+128;471;4094 - JL. CEMPAKA II;baik;aspal;3
153,06;0+000;0+100;474;4095 - JL. CEMPAKA III;baik;aspal;3
153,06;0+100;0+153;473;4095 - JL. CEMPAKA III;baik;aspal;3
197,97;0+000;0+100;476;4097 - JL. ANGGREK II;sedang;aspal;3
197,97;0+100;0+197;475;4097 - JL. ANGGREK II;baik;aspal;3
2348,19;0+000;0+100;478;4098 - JL. JUANDA;RB;tanah;5
2348,19;0+100;0+200;479;4098 - JL. JUANDA;RB;tanah;3
2348,19;0+200;0+300;480;4098 - JL. JUANDA;RB;tanah;3
2348,19;0+300;0+400;481;4098 - JL. JUANDA;RB;tanah;3
2348,19;0+400;0+500;482;4098 - JL. JUANDA;RB;tanah;3
2348,19;0+500;0+600;483;4098 - JL. JUANDA;RB;tanah;3
2348,19;0+600;0+700;484;4098 - JL. JUANDA;RB;tanah;3
2348,19;0+700;0+800;485;4098 - JL. JUANDA;RB;tanah;3
2348,19;0+800;0+900;486;4098 - JL. JUANDA;RB;makadam;3
2348,19;0+900;1+000;487;4098 - JL. JUANDA;RB;tanah;2
2348,19;1+000;1+100;488;4098 - JL. JUANDA;RB;tanah;2
2348,19;1+100;1+200;489;4098 - JL. JUANDA;RB;tanah;2
2348,19;1+200;1+300;490;4098 - JL. JUANDA;RB;tanah;2
2348,19;1+300;1+400;491;4098 - JL. JUANDA;RB;tanah;2
2348,19;1+400;1+500;492;4098 - JL. JUANDA;RB;tanah;2
2348,19;1+500;1+600;493;4098 - JL. JUANDA;RB;tanah;2
2348,19;1+600;1+700;494;4098 - JL. JUANDA;RB;tanah;2
2348,19;1+700;1+800;495;4098 - JL. JUANDA;RB;tanah;2
2348,19;1+800;1+900;496;4098 - JL. JUANDA;RB;tanah;2
2348,19;1+900;2+000;497;4098 - JL. JUANDA;RB;tanah;2
2348,19;2+000;2+100;498;4098 - JL. JUANDA;RB;tanah;2
2348,19;2+100;2+200;499;4098 - JL. JUANDA;RB;tanah;2
2348,19;2+200;2+300;477;4098 - JL. JUANDA;RB;tanah;2
2348,19;2+300;2+348;500;4098 - JL. JUANDA;RB;tanah;2
678,33;0+000;0+100;502;4099 - JL. PROGO;baik;beton;4
678,33;0+100;0+200;503;4099 - JL. PROGO;baik;beton;4
678,33;0+200;0+300;504;4099 - JL. PROGO;baik;beton;4
678,33;0+300;0+400;505;4099 - JL. PROGO;baik;beton;4
678,33;0+400;0+500;506;4099 - JL. PROGO;baik;beton;4
678,33;0+500;0+600;501;4099 - JL. PROGO;baik;beton;4
678,33;0+600;0+678;507;4099 - JL. PROGO;baik;beton;4
286,28;0+000;0+100;509;4101 - JL. RUSUNAWA;baik;aspal;3
286,28;0+100;0+200;508;4101 - JL. RUSUNAWA;baik;beton;4
286,28;0+200;0+286;510;4101 - JL. RUSUNAWA;sedang;beton;3
258,01;0+000;0+100;512;4102 - JL. MERPATI (MEJAYAN);baik;aspal;3
258,01;0+100;0+200;511;4102 - JL. MERPATI (MEJAYAN);baik;aspal;3
258,01;0+200;0+258;513;4102 - JL. MERPATI (MEJAYAN);baik;aspal;3
439,90;0+000;0+100;515;4103 - JL. IRIAN JAYA;baik;aspal;3
439,90;0+100;0+200;516;4103 - JL. IRIAN JAYA;baik;aspal;3
439,90;0+200;0+300;517;4103 - JL. IRIAN JAYA;baik;aspal;3
439,90;0+300;0+400;514;4103 - JL. IRIAN JAYA;baik;beton;3
439,90;0+400;0+439;518;4103 - JL. IRIAN JAYA;baik;beton;3
360,67;0+000;0+100;520;4104 - JL. PRAWIRO DIPURAN;baik;aspal;7
360,67;0+100;0+200;521;4104 - JL. PRAWIRO DIPURAN;baik;aspal;7
360,67;0+200;0+300;519;4104 - JL. PRAWIRO DIPURAN;baik;aspal;7
360,67;0+300;0+360;522;4104 - JL. PRAWIRO DIPURAN;baik;aspal;7
466,72;0+000;0+100;524;4105 - JL. KURMA RAJA;RB;beton;2
466,72;0+100;0+200;525;4105 - JL. KURMA RAJA;RB;beton;2
466,72;0+200;0+300;526;4105 - JL. KURMA RAJA;RB;beton;2
466,72;0+300;0+400;523;4105 - JL. KURMA RAJA;RB;beton;2
466,72;0+400;0+466;527;4105 - JL. KURMA RAJA;RB;beton;2
1325,85;0+000;0+100;529;4201 - JL. NGAGEL;baik;aspal;3
1325,85;0+100;0+200;530;4201 - JL. NGAGEL;baik;aspal;3
1325,85;0+200;0+300;531;4201 - JL. NGAGEL;sedang;aspal;3
1325,85;0+300;0+400;532;4201 - JL. NGAGEL;baik;aspal;3
1325,85;0+400;0+500;533;4201 - JL. NGAGEL;baik;aspal;3
1325,85;0+500;0+600;534;4201 - JL. NGAGEL;baik;aspal;3
1325,85;0+600;0+700;535;4201 - JL. NGAGEL;baik;aspal;3
1325,85;0+700;0+800;536;4201 - JL. NGAGEL;RB;aspal;3
1325,85;0+800;0+900;537;4201 - JL. NGAGEL;RB;tanah;2
1325,85;0+900;1+000;538;4201 - JL. NGAGEL;RB;tanah;2
1325,85;1+000;1+100;539;4201 - JL. NGAGEL;RB;beton;2
1325,85;1+100;1+200;540;4201 - JL. NGAGEL;RB;beton;2
1325,85;1+200;1+300;528;4201 - JL. NGAGEL;RB;beton;3
1325,85;1+300;1+325;541;4201 - JL. NGAGEL;RB;tanah;3
1132,69;0+000;0+100;543;4202 - JL. JANOKO;RB;tanah;2
1132,69;0+100;0+200;544;4202 - JL. JANOKO;RB;tanah;2
1132,69;0+200;0+300;545;4202 - JL. JANOKO;RB;tanah;2
1132,69;0+300;0+400;546;4202 - JL. JANOKO;RB;tanah;2
1132,69;0+400;0+500;547;4202 - JL. JANOKO;RB;tanah;2
1132,69;0+500;0+600;548;4202 - JL. JANOKO;RB;tanah;2
1132,69;0+600;0+700;549;4202 - JL. JANOKO;RB;tanah;3
1132,69;0+700;0+800;550;4202 - JL. JANOKO;RB;beton;3
1132,69;0+800;0+900;551;4202 - JL. JANOKO;RB;beton;3
1132,69;0+900;1+000;552;4202 - JL. JANOKO;RB;beton;3
1132,69;1+000;1+100;542;4202 - JL. JANOKO;sedang;beton;3
1132,69;1+100;1+132;553;4202 - JL. JANOKO;baik;beton;3
1862,66;0+000;0+100;555;4203 - JL. SEDAH;baik;aspal;3
1862,66;0+100;0+200;556;4203 - JL. SEDAH;baik;aspal;3
1862,66;0+200;0+300;557;4203 - JL. SEDAH;baik;aspal;3
1862,66;0+300;0+400;558;4203 - JL. SEDAH;baik;aspal;3
1862,66;0+400;0+500;559;4203 - JL. SEDAH;baik;aspal;3
1862,66;0+500;0+600;560;4203 - JL. SEDAH;baik;aspal;3
1862,66;0+600;0+700;561;4203 - JL. SEDAH;baik;aspal;3
1862,66;0+700;0+800;562;4203 - JL. SEDAH;baik;aspal;3
1862,66;0+800;0+900;563;4203 - JL. SEDAH;baik;aspal;3
1862,66;0+900;1+000;564;4203 - JL. SEDAH;baik;aspal;3
1862,66;1+000;1+100;565;4203 - JL. SEDAH;baik;aspal;3
1862,66;1+100;1+200;566;4203 - JL. SEDAH;baik;aspal;3
1862,66;1+200;1+300;567;4203 - JL. SEDAH;baik;aspal;4
1862,66;1+300;1+400;568;4203 - JL. SEDAH;baik;aspal;4
1862,66;1+400;1+500;569;4203 - JL. SEDAH;baik;aspal;4
1862,66;1+500;1+600;570;4203 - JL. SEDAH;baik;aspal;4
1862,66;1+600;1+700;571;4203 - JL. SEDAH;baik;aspal;4
1862,66;1+700;1+800;554;4203 - JL. SEDAH;baik;aspal;4
1862,66;1+800;1+862;572;4203 - JL. SEDAH;baik;aspal;4
521,67;0+000;0+100;574;4204 - JL. SASONO LOYO;RB;makadam;3
521,67;0+100;0+200;575;4204 - JL. SASONO LOYO;RB;makadam;3
521,67;0+200;0+300;576;4204 - JL. SASONO LOYO;RB;makadam;3
521,67;0+300;0+400;577;4204 - JL. SASONO LOYO;RB;makadam;3
521,67;0+400;0+500;573;4204 - JL. SASONO LOYO;RB;makadam;3
521,67;0+500;0+521;578;4204 - JL. SASONO LOYO;RB;makadam;3
531,35;0+000;0+100;580;4205 - JL. KEBODALEM;baik;aspal;3
531,35;0+100;0+200;581;4205 - JL. KEBODALEM;baik;aspal;3
531,35;0+200;0+300;582;4205 - JL. KEBODALEM;RB;tanah;3
531,35;0+300;0+400;583;4205 - JL. KEBODALEM;RB;tanah;3
531,35;0+400;0+500;579;4205 - JL. KEBODALEM;RB;tanah;3
531,35;0+500;0+531;584;4205 - JL. KEBODALEM;RB;tanah;3
462,80;0+000;0+100;586;4206 - JL. SIDODADI;baik;aspal;3
462,80;0+100;0+200;587;4206 - JL. SIDODADI;baik;aspal;3
462,80;0+200;0+300;588;4206 - JL. SIDODADI;baik;aspal;3
462,80;0+300;0+400;585;4206 - JL. SIDODADI;baik;aspal;3
462,80;0+400;0+462;589;4206 - JL. SIDODADI;baik;aspal;3
2332,83;0+000;0+100;591;4207 - JL. TEGALREJO;baik;aspal;3
2332,83;0+100;0+200;592;4207 - JL. TEGALREJO;baik;aspal;3
2332,83;0+200;0+300;593;4207 - JL. TEGALREJO;baik;aspal;3
2332,83;0+300;0+400;594;4207 - JL. TEGALREJO;baik;aspal;3
2332,83;0+400;0+500;595;4207 - JL. TEGALREJO;baik;aspal;3
2332,83;0+500;0+600;596;4207 - JL. TEGALREJO;baik;aspal;3
2332,83;0+600;0+700;597;4207 - JL. TEGALREJO;baik;aspal;3
2332,83;0+700;0+800;598;4207 - JL. TEGALREJO;baik;aspal;3
2332,83;0+800;0+900;599;4207 - JL. TEGALREJO;baik;aspal;3
2332,83;0+900;1+000;600;4207 - JL. TEGALREJO;baik;aspal;3
2332,83;1+000;1+100;601;4207 - JL. TEGALREJO;baik;aspal;3
2332,83;1+100;1+200;602;4207 - JL. TEGALREJO;baik;aspal;3
2332,83;1+200;1+300;603;4207 - JL. TEGALREJO;baik;aspal;3
2332,83;1+300;1+400;604;4207 - JL. TEGALREJO;baik;aspal;3
2332,83;1+400;1+500;605;4207 - JL. TEGALREJO;baik;aspal;3
2332,83;1+500;1+600;606;4207 - JL. TEGALREJO;sedang;aspal;3
2332,83;1+600;1+700;607;4207 - JL. TEGALREJO;RR;aspal;3
2332,83;1+700;1+800;608;4207 - JL. TEGALREJO;baik;aspal;3
2332,83;1+800;1+900;609;4207 - JL. TEGALREJO;baik;aspal;3
2332,83;1+900;2+000;610;4207 - JL. TEGALREJO;sedang;aspal;3
2332,83;2+000;2+100;611;4207 - JL. TEGALREJO;RR;aspal;3
2332,83;2+100;2+200;612;4207 - JL. TEGALREJO;baik;aspal;3
2332,83;2+200;2+300;590;4207 - JL. TEGALREJO;baik;aspal;3
2332,83;2+300;2+332;613;4207 - JL. TEGALREJO;baik;aspal;3
1413,45;0+000;0+100;615;4208 - JL. NGRAWAN II;baik;aspal;3
1413,45;0+100;0+200;616;4208 - JL. NGRAWAN II;sedang;aspal;3
1413,45;0+200;0+300;617;4208 - JL. NGRAWAN II;baik;aspal;3
1413,45;0+300;0+400;618;4208 - JL. NGRAWAN II;baik;aspal;3
1413,45;0+400;0+500;619;4208 - JL. NGRAWAN II;baik;aspal;3
1413,45;0+500;0+600;620;4208 - JL. NGRAWAN II;baik;aspal;3
1413,45;0+600;0+700;621;4208 - JL. NGRAWAN II;baik;aspal;3
1413,45;0+700;0+800;622;4208 - JL. NGRAWAN II;baik;aspal;3
1413,45;0+800;0+900;623;4208 - JL. NGRAWAN II;baik;aspal;3
1413,45;0+900;1+000;624;4208 - JL. NGRAWAN II;baik;aspal;3
1413,45;1+000;1+100;625;4208 - JL. NGRAWAN II;baik;aspal;3
1413,45;1+100;1+200;626;4208 - JL. NGRAWAN II;baik;aspal;3
1413,45;1+200;1+300;627;4208 - JL. NGRAWAN II;baik;aspal;3
1413,45;1+300;1+400;614;4208 - JL. NGRAWAN II;baik;aspal;3
1413,45;1+400;1+400;628;4208 - JL. NGRAWAN II;baik;aspal;3
826,45;0+000;0+100;630;4209 - JL. KEMANTREN;baik;aspal;3
826,45;0+100;0+200;631;4209 - JL. KEMANTREN;baik;aspal;3
826,45;0+200;0+300;632;4209 - JL. KEMANTREN;baik;aspal;3
826,45;0+300;0+400;633;4209 - JL. KEMANTREN;baik;aspal;3
826,45;0+400;0+500;634;4209 - JL. KEMANTREN;baik;aspal;3
826,45;0+500;0+600;635;4209 - JL. KEMANTREN;baik;aspal;3
826,45;0+600;0+700;636;4209 - JL. KEMANTREN;baik;aspal;3
826,45;0+700;0+800;629;4209 - JL. KEMANTREN;baik;aspal;3
826,45;0+800;0+826;637;4209 - JL. KEMANTREN;baik;aspal;3
1155,43;0+000;0+100;639;4210 - JL. NGRAWAN I;baik;aspal;3
1155,43;0+100;0+200;640;4210 - JL. NGRAWAN I;baik;aspal;3
1155,43;0+200;0+300;641;4210 - JL. NGRAWAN I;sedang;aspal;3
1155,43;0+300;0+400;642;4210 - JL. NGRAWAN I;baik;aspal;3
1155,43;0+400;0+500;643;4210 - JL. NGRAWAN I;baik;aspal;3
1155,43;0+500;0+600;644;4210 - JL. NGRAWAN I;baik;aspal;3
1155,43;0+600;0+700;645;4210 - JL. NGRAWAN I;baik;aspal;3
1155,43;0+700;0+800;646;4210 - JL. NGRAWAN I;baik;aspal;3
1155,43;0+800;0+900;647;4210 - JL. NGRAWAN I;baik;aspal;3
1155,43;0+900;1+000;648;4210 - JL. NGRAWAN I;baik;aspal;3
1155,43;1+000;1+100;638;4210 - JL. NGRAWAN I;baik;aspal;3
1155,43;1+100;1+155;649;4210 - JL. NGRAWAN I;baik;aspal;3
961,61;0+000;0+100;651;4211 - JL. PANCA UPAYA;baik;aspal;3
961,61;0+100;0+200;652;4211 - JL. PANCA UPAYA;baik;aspal;3
961,61;0+200;0+300;653;4211 - JL. PANCA UPAYA;baik;aspal;3
961,61;0+300;0+400;654;4211 - JL. PANCA UPAYA;baik;aspal;3
961,61;0+400;0+500;655;4211 - JL. PANCA UPAYA;baik;aspal;3
961,61;0+500;0+600;656;4211 - JL. PANCA UPAYA;baik;aspal;3
961,61;0+600;0+700;657;4211 - JL. PANCA UPAYA;baik;aspal;3
961,61;0+700;0+800;658;4211 - JL. PANCA UPAYA;baik;aspal;3
961,61;0+800;0+900;650;4211 - JL. PANCA UPAYA;baik;aspal;3
961,61;0+900;0+961;659;4211 - JL. PANCA UPAYA;sedang;aspal;3
1306,87;0+000;0+100;660;4212 - JL. JEBLOK;baik;aspal;5
1306,87;0+100;0+200;661;4212 - JL. JEBLOK;baik;aspal;5
1306,87;0+200;0+300;662;4212 - JL. JEBLOK;baik;aspal;5
1306,87;0+300;0+400;663;4212 - JL. JEBLOK;baik;aspal;5
1306,87;0+400;0+500;664;4212 - JL. JEBLOK;baik;aspal;5
1306,87;0+500;0+600;665;4212 - JL. JEBLOK;baik;aspal;5
1306,87;0+600;0+700;666;4212 - JL. JEBLOK;baik;aspal;5
1306,87;0+700;0+800;667;4212 - JL. JEBLOK;baik;aspal;5
1306,87;0+800;0+900;668;4212 - JL. JEBLOK;sedang;aspal;5
1306,87;0+900;1+000;669;4212 - JL. JEBLOK;sedang;aspal;5
1306,87;1+000;1+100;670;4212 - JL. JEBLOK;sedang;aspal;4
1306,87;1+100;1+200;671;4212 - JL. JEBLOK;sedang;aspal;4
1306,87;1+200;1+300;673;4212 - JL. JEBLOK;sedang;aspal;4
1306,87;1+300;1+306;672;4212 - JL. JEBLOK;sedang;aspal;4
586,00;0+000;0+100;675;4213 - JL. KERTO RAHARJO;baik;aspal;4
586,00;0+100;0+200;676;4213 - JL. KERTO RAHARJO;baik;aspal;4
586,00;0+200;0+300;677;4213 - JL. KERTO RAHARJO;baik;aspal;4
586,00;0+300;0+400;678;4213 - JL. KERTO RAHARJO;baik;aspal;4
586,00;0+400;0+500;674;4213 - JL. KERTO RAHARJO;baik;aspal;4
586,00;0+500;0+585;679;4213 - JL. KERTO RAHARJO;sedang;aspal;3
2074,50;0+000;0+100;681;4214 - JL. PANJANG PUNJUNG;baik;aspal;4
2074,50;0+100;0+200;682;4214 - JL. PANJANG PUNJUNG;baik;aspal;4
2074,50;0+200;0+300;683;4214 - JL. PANJANG PUNJUNG;baik;aspal;4
2074,50;0+300;0+400;684;4214 - JL. PANJANG PUNJUNG;baik;aspal;4
2074,50;0+400;0+500;685;4214 - JL. PANJANG PUNJUNG;baik;aspal;4
2074,50;0+500;0+600;686;4214 - JL. PANJANG PUNJUNG;baik;aspal;4
2074,50;0+600;0+700;687;4214 - JL. PANJANG PUNJUNG;sedang;aspal;4
2074,50;0+700;0+800;688;4214 - JL. PANJANG PUNJUNG;baik;aspal;4
2074,50;0+800;0+900;689;4214 - JL. PANJANG PUNJUNG;baik;aspal;4
2074,50;0+900;1+000;690;4214 - JL. PANJANG PUNJUNG;sedang;aspal;4
2074,50;1+000;1+100;691;4214 - JL. PANJANG PUNJUNG;sedang;aspal;3
2074,50;1+100;1+200;692;4214 - JL. PANJANG PUNJUNG;baik;aspal;3
2074,50;1+200;1+300;693;4214 - JL. PANJANG PUNJUNG;baik;aspal;3
2074,50;1+300;1+400;694;4214 - JL. PANJANG PUNJUNG;baik;aspal;4
2074,50;1+400;1+500;695;4214 - JL. PANJANG PUNJUNG;baik;aspal;4
2074,50;1+500;1+600;696;4214 - JL. PANJANG PUNJUNG;baik;aspal;4
2074,50;1+600;1+700;697;4214 - JL. PANJANG PUNJUNG;baik;aspal;4
2074,50;1+700;1+800;698;4214 - JL. PANJANG PUNJUNG;baik;aspal;4
2074,50;1+800;1+900;699;4214 - JL. PANJANG PUNJUNG;baik;aspal;4
2074,50;1+900;2+000;680;4214 - JL. PANJANG PUNJUNG;baik;aspal;4
2074,50;2+000;2+074;700;4214 - JL. PANJANG PUNJUNG;baik;aspal;4
712,51;0+000;0+100;702;4215 - JL. GEMAH RIPAH;baik;aspal;3
712,51;0+100;0+200;703;4215 - JL. GEMAH RIPAH;baik;aspal;3
712,51;0+200;0+300;704;4215 - JL. GEMAH RIPAH;baik;aspal;3
712,51;0+300;0+400;705;4215 - JL. GEMAH RIPAH;baik;aspal;3
712,51;0+400;0+500;706;4215 - JL. GEMAH RIPAH;sedang;aspal;3
712,51;0+500;0+600;707;4215 - JL. GEMAH RIPAH;baik;aspal;3
712,51;0+600;0+700;701;4215 - JL. GEMAH RIPAH;baik;aspal;3
712,51;0+700;0+712;708;4215 - JL. GEMAH RIPAH;baik;aspal;3
361,34;0+000;0+100;710;4216 - JL. SIDOASIH;baik;aspal;3
361,34;0+100;0+200;711;4216 - JL. SIDOASIH;baik;aspal;3
361,34;0+200;0+300;709;4216 - JL. SIDOASIH;baik;aspal;3
361,34;0+300;0+361;712;4216 - JL. SIDOASIH;baik;aspal;3
1552,16;0+000;0+100;714;4217 - JL. TEGAL ARUM;baik;aspal;3
1552,16;0+100;0+200;715;4217 - JL. TEGAL ARUM;baik;aspal;3
1552,16;0+200;0+300;716;4217 - JL. TEGAL ARUM;baik;aspal;3
1552,16;0+300;0+400;717;4217 - JL. TEGAL ARUM;baik;aspal;3
1552,16;0+400;0+500;718;4217 - JL. TEGAL ARUM;baik;aspal;3
1552,16;0+500;0+600;719;4217 - JL. TEGAL ARUM;baik;aspal;3
1552,16;0+600;0+700;720;4217 - JL. TEGAL ARUM;baik;aspal;3
1552,16;0+700;0+800;721;4217 - JL. TEGAL ARUM;baik;aspal;3
1552,16;0+800;0+900;722;4217 - JL. TEGAL ARUM;baik;aspal;3
