FID;Name;Panjang;STA_AWAL;STA_AKHIR;Kondisi;Tipe_Perke;Lebar_STA
326;4035 - JL. KAMBOJA;565,32962159700;0+500;0+565;sedang;aspal;6
327;4036 - JL. SRIGADING;492,11393880600;0+000;0+100;sedang;aspal;6
328;4036 - JL. SRIGADING;492,11393880600;0+100;0+200;sedang;aspal;6
329;4036 - JL. SRIGADING;492,11393880600;0+200;0+300;sedang;aspal;6
330;4036 - JL. SRIGADING;492,11393880600;0+400;0+492;sedang;aspal;6
331;4037 - JL. MELATI I;172,51194191300;0+000;0+100;sedang;aspal;6
332;4038 - JL. MELATI II;263,19516325000;0+000;0+100;sedang;aspal;6
333;4038 - JL. MELATI II;263,19516325000;0+200;0+263;sedang;aspal;6
334;4039 - JL. KUNTO;2048,21134482000;0+000;0+100;sedang;aspal;6
335;4039 - JL. KUNTO;2048,21134482000;0+100;0+200;sedang;aspal;6
336;4039 - JL. KUNTO;2048,21134482000;0+200;0+300;sedang;aspal;6
337;4039 - JL. KUNTO;2048,21134482000;0+300;0+400;sedang;aspal;6
338;4039 - JL. KUNTO;2048,21134482000;0+400;0+500;sedang;aspal;6
339;4039 - JL. KUNTO;2048,21134482000;0+500;0+600;sedang;aspal;6
340;4039 - JL. KUNTO;2048,21134482000;0+600;0+700;sedang;aspal;6
341;4039 - JL. KUNTO;2048,21134482000;0+700;0+800;sedang;aspal;6
342;4039 - JL. KUNTO;2048,21134482000;0+800;0+900;sedang;aspal;6
343;4039 - JL. KUNTO;2048,21134482000;0+900;1+000;sedang;aspal;6
344;4039 - JL. KUNTO;2048,21134482000;1+000;1+100;sedang;aspal;6
345;4039 - JL. KUNTO;2048,21134482000;1+100;1+200;sedang;aspal;6
346;4039 - JL. KUNTO;2048,21134482000;1+200;1+300;sedang;aspal;6
347;4039 - JL. KUNTO;2048,21134482000;1+300;1+400;sedang;aspal;6
348;4039 - JL. KUNTO;2048,21134482000;1+400;1+500;sedang;aspal;6
349;4039 - JL. KUNTO;2048,21134482000;1+500;1+600;sedang;aspal;6
350;4039 - JL. KUNTO;2048,21134482000;1+600;1+700;sedang;aspal;6
351;4039 - JL. KUNTO;2048,21134482000;1+700;1+800;sedang;aspal;6
352;4039 - JL. KUNTO;2048,21134482000;1+800;1+900;sedang;aspal;6
353;4039 - JL. KUNTO;2048,21134482000;2+000;2+048;sedang;aspal;6
354;4040 - JL. YOS SUDARSO;199,60171612600;0+000;0+100;sedang;aspal;6
355;4041 - JL. PRAMBANAN;481,86077505400;0+000;0+100;sedang;aspal;6
356;4041 - JL. PRAMBANAN;481,86077505400;0+100;0+200;sedang;aspal;6
357;4041 - JL. PRAMBANAN;481,86077505400;0+200;0+300;sedang;aspal;6
358;4041 - JL. PRAMBANAN;481,86077505400;0+400;0+481;sedang;aspal;6
359;4042 - JL. BOROBUDUR;474,23355585300;0+000;0+100;sedang;aspal;6
360;4042 - JL. BOROBUDUR;474,23355585300;0+100;0+200;sedang;aspal;6
361;4042 - JL. BOROBUDUR;474,23355585300;0+200;0+300;sedang;aspal;6
362;4042 - JL. BOROBUDUR;474,23355585300;0+400;0+474;sedang;aspal;6
363;4043 - JL. KALASAN;465,17438971600;0+000;0+100;sedang;aspal;6
364;4043 - JL. KALASAN;465,17438971600;0+100;0+200;sedang;aspal;6
365;4043 - JL. KALASAN;465,17438971600;0+200;0+300;sedang;aspal;6
366;4043 - JL. KALASAN;465,17438971600;0+400;0+465;sedang;aspal;6
367;4044 - JL. MENDUT;218,26553446300;0+000;0+100;sedang;aspal;6
368;4044 - JL. MENDUT;218,26553446300;0+200;0+218;sedang;aspal;6
369;4045 - JL. SALAK;292,61760449500;0+000;0+100;sedang;aspal;6
370;4045 - JL. SALAK;292,61760449500;0+200;0+292;sedang;aspal;6
371;4046 - JL. MANGGA;228,71491476800;0+000;0+100;sedang;aspal;6
372;4046 - JL. MANGGA;228,71491476800;0+200;0+228;sedang;aspal;6
373;4047 - JL. SAWO;187,55837507400;0+000;0+100;sedang;aspal;6
374;4048 - JL. STASIUN TIMUR;240,62255904800;0+000;0+100;sedang;aspal;6
375;4048 - JL. STASIUN TIMUR;240,62255904800;0+200;0+240;sedang;aspal;6
376;4049 - JL. SEMANGKA;353,56320842100;0+000;0+100;sedang;aspal;6
377;4049 - JL. SEMANGKA;353,56320842100;0+100;0+200;sedang;aspal;6
378;4049 - JL. SEMANGKA;353,56320842100;0+300;0+353;sedang;aspal;6
379;4050 - JL. KESEMEK;196,63278516800;0+000;0+100;sedang;aspal;6
380;4051 - JL. ANGGUR;252,72524343500;0+000;0+100;sedang;aspal;6
381;4051 - JL. ANGGUR;252,72524343500;0+200;0+252;sedang;aspal;6
382;4052 - JL. MANGGIS;260,87935805000;0+000;0+100;sedang;aspal;6
383;4052 - JL. MANGGIS;260,87935805000;0+200;0+260;sedang;aspal;6
384;4053 - JL. MELON;145,74291885800;0+000;0+100;sedang;aspal;6
385;4054 - JL. SIRSAK;145,68679615400;0+000;0+100;sedang;aspal;6
386;4055 - JL. RAMBUTAN;281,67572800300;0+000;0+100;sedang;aspal;6
387;4055 - JL. RAMBUTAN;281,67572800300;0+200;0+281;sedang;aspal;6
388;4056 - JL. JAMBU;361,34822618700;0+000;0+100;sedang;aspal;6
389;4056 - JL. JAMBU;361,34822618700;0+100;0+200;sedang;aspal;6
390;4056 - JL. JAMBU;361,34822618700;0+300;0+361;sedang;aspal;6
391;4057 - JL. BISMO;876,84216251800;0+000;0+100;sedang;aspal;6
392;4057 - JL. BISMO;876,84216251800;0+100;0+200;sedang;aspal;6
393;4057 - JL. BISMO;876,84216251800;0+200;0+300;sedang;aspal;6
394;4057 - JL. BISMO;876,84216251800;0+300;0+400;sedang;aspal;6
395;4057 - JL. BISMO;876,84216251800;0+400;0+500;sedang;aspal;6
396;4057 - JL. BISMO;876,84216251800;0+500;0+600;sedang;aspal;6
397;4057 - JL. BISMO;876,84216251800;0+600;0+700;sedang;aspal;6
398;4057 - JL. BISMO;876,84216251800;0+800;0+876;sedang;aspal;6
399;4058 - JL. PARIKESIT;782,61647842900;0+000;0+100;sedang;aspal;6
400;4058 - JL. PARIKESIT;782,61647842900;0+100;0+200;sedang;aspal;6
401;4058 - JL. PARIKESIT;782,61647842900;0+200;0+300;sedang;aspal;6
402;4058 - JL. PARIKESIT;782,61647842900;0+300;0+400;sedang;aspal;6
403;4058 - JL. PARIKESIT;782,61647842900;0+400;0+500;sedang;aspal;6
404;4058 - JL. PARIKESIT;782,61647842900;0+500;0+600;sedang;aspal;6
405;4058 - JL. PARIKESIT;782,61647842900;0+700;0+782;sedang;aspal;6
406;4059 - JL. BOLODEWO;371,68072955100;0+000;0+100;sedang;aspal;6
407;4059 - JL. BOLODEWO;371,68072955100;0+100;0+200;sedang;aspal;6
408;4059 - JL. BOLODEWO;371,68072955100;0+300;0+371;sedang;aspal;6
409;4060 - JL. KRESNA;457,14735601400;0+000;0+100;sedang;aspal;6
410;4060 - JL. KRESNA;457,14735601400;0+100;0+200;sedang;aspal;6
411;4060 - JL. KRESNA;457,14735601400;0+200;0+300;sedang;aspal;6
412;4060 - JL. KRESNA;457,14735601400;0+400;0+457;sedang;aspal;6
413;4061 - JL. MARKISA RAJA;609,96038908600;0+000;0+100;sedang;aspal;6
414;4061 - JL. MARKISA RAJA;609,96038908600;0+100;0+200;sedang;aspal;6
415;4061 - JL. MARKISA RAJA;609,96038908600;0+200;0+300;sedang;aspal;6
416;4061 - JL. MARKISA RAJA;609,96038908600;0+300;0+400;sedang;aspal;6
417;4061 - JL. MARKISA RAJA;609,96038908600;0+400;0+500;sedang;aspal;6
418;4061 - JL. MARKISA RAJA;609,96038908600;0+600;0+609;sedang;aspal;6
419;4062 - JL. APEL RAJA;212,59714887300;0+000;0+100;sedang;aspal;6
420;4062 - JL. APEL RAJA;212,59714887300;0+200;0+212;sedang;aspal;6
421;4063 - JL. PEPAYA RAJA;211,57021953000;0+000;0+100;sedang;aspal;6
422;4063 - JL. PEPAYA RAJA;211,57021953000;0+200;0+211;sedang;aspal;6
423;4065 - JL. SAWO RAJA;176,87391026000;0+000;0+100;sedang;aspal;6
424;4067 - JL. KAKAK TUA;980,38845641400;0+000;0+100;sedang;aspal;6
425;4067 - JL. KAKAK TUA;980,38845641400;0+100;0+200;sedang;aspal;6
426;4067 - JL. KAKAK TUA;980,38845641400;0+200;0+300;sedang;aspal;6
427;4067 - JL. KAKAK TUA;980,38845641400;0+300;0+400;sedang;aspal;6
428;4067 - JL. KAKAK TUA;980,38845641400;0+400;0+500;sedang;aspal;6
429;4067 - JL. KAKAK TUA;980,38845641400;0+500;0+600;sedang;aspal;6
430;4067 - JL. KAKAK TUA;980,38845641400;0+600;0+700;sedang;aspal;6
431;4067 - JL. KAKAK TUA;980,38845641400;0+700;0+800;sedang;aspal;6
432;4067 - JL. KAKAK TUA;980,38845641400;0+900;0+980;sedang;aspal;6
433;4068 - JL. KARANGLO I;1278,61304597000;0+000;0+100;sedang;aspal;6
434;4068 - JL. KARANGLO I;1278,61304597000;0+100;0+200;sedang;aspal;6
435;4068 - JL. KARANGLO I;1278,61304597000;0+200;0+300;sedang;aspal;6
436;4068 - JL. KARANGLO I;1278,61304597000;0+300;0+400;sedang;aspal;6
437;4068 - JL. KARANGLO I;1278,61304597000;0+400;0+500;sedang;aspal;6
438;4068 - JL. KARANGLO I;1278,61304597000;0+500;0+600;sedang;aspal;6
439;4068 - JL. KARANGLO I;1278,61304597000;0+600;0+700;sedang;aspal;6
440;4068 - JL. KARANGLO I;1278,61304597000;0+700;0+800;sedang;aspal;6
441;4068 - JL. KARANGLO I;1278,61304597000;0+800;0+900;sedang;aspal;6
442;4068 - JL. KARANGLO I;1278,61304597000;0+900;1+000;sedang;aspal;6
443;4068 - JL. KARANGLO I;1278,61304597000;1+000;1+100;sedang;aspal;6
444;4068 - JL. KARANGLO I;1278,61304597000;1+200;1+276;sedang;aspal;6
445;4069 - JL. KARANGLO II;128,62837824100;0+000;0+100;sedang;aspal;6
446;4071 - JL. SEMBADA;283,70035586800;0+000;0+100;sedang;aspal;6
447;4071 - JL. SEMBADA;283,70035586800;0+200;0+283;sedang;aspal;6
448;4072 - JL. KYAI SERANG;241,21844653400;0+000;0+100;sedang;aspal;6
449;4072 - JL. KYAI SERANG;241,21844653400;0+200;0+241;sedang;aspal;6
450;4073 - JL SUHADA HAJI;1273,49095589000;0+000;0+100;sedang;aspal;6
451;4073 - JL SUHADA HAJI;1273,49095589000;0+100;0+200;sedang;aspal;6
452;4073 - JL SUHADA HAJI;1273,49095589000;0+200;0+300;sedang;aspal;6
453;4073 - JL SUHADA HAJI;1273,49095589000;0+300;0+400;sedang;aspal;6
454;4073 - JL SUHADA HAJI;1273,49095589000;0+400;0+500;sedang;aspal;6
455;4073 - JL SUHADA HAJI;1273,49095589000;0+500;0+600;sedang;aspal;6
456;4073 - JL SUHADA HAJI;1273,49095589000;0+600;0+700;sedang;aspal;6
457;4073 - JL SUHADA HAJI;1273,49095589000;0+700;0+800;sedang;aspal;6
458;4073 - JL SUHADA HAJI;1273,49095589000;0+800;0+900;sedang;aspal;6
459;4073 - JL SUHADA HAJI;1273,49095589000;0+900;1+000;sedang;aspal;6
460;4073 - JL SUHADA HAJI;1273,49095589000;1+000;1+100;sedang;aspal;6
461;4073 - JL SUHADA HAJI;1273,49095589000;1+200;1+273;sedang;aspal;6
462;4074 - JL. KUTILANG;159,41779441000;0+000;0+100;sedang;aspal;6
463;4075 - JL. JL. MANYAR;587,81234804000;0+000;0+100;sedang;aspal;6
464;4075 - JL. JL. MANYAR;587,81234804000;0+100;0+200;sedang;aspal;6
465;4075 - JL. JL. MANYAR;587,81234804000;0+200;0+300;sedang;aspal;6
466;4075 - JL. JL. MANYAR;587,81234804000;0+300;0+400;sedang;aspal;6
467;4075 - JL. JL. MANYAR;587,81234804000;0+500;0+587;sedang;aspal;6
468;4076 - JL. S. PARMAN;212,72821791000;0+000;0+100;sedang;aspal;6
469;4076 - JL. S. PARMAN;212,72821791000;0+200;0+212;sedang;aspal;6
470;4077 - JL. PANJAITAN;608,25528260300;0+000;0+100;sedang;aspal;6
471;4077 - JL. PANJAITAN;608,25528260300;0+100;0+200;sedang;aspal;6
472;4077 - JL. PANJAITAN;608,25528260300;0+200;0+300;sedang;beton;6
473;4077 - JL. PANJAITAN;608,25528260300;0+300;0+400;sedang;beton;6
474;4077 - JL. PANJAITAN;608,25528260300;0+400;0+500;sedang;beton;6
475;4077 - JL. PANJAITAN;608,25528260300;0+600;0+608;sedang;beton;6
476;4078 - JL. SUMATRA;197,59607567900;0+000;0+100;sedang;beton;6
477;4080 - JL. KALIMANTAN;395,86291941400;0+000;0+100;sedang;beton;6
478;4080 - JL. KALIMANTAN;395,86291941400;0+100;0+200;sedang;beton;6
479;4080 - JL. KALIMANTAN;395,86291941400;0+300;0+300;sedang;beton;6
480;4081 - JL. MADURA;353,75838164800;0+000;0+100;sedang;beton;6
481;4081 - JL. MADURA;353,75838164800;0+100;0+200;sedang;beton;6
482;4081 - JL. MADURA;353,75838164800;0+300;0+353;sedang;beton;6
483;4082 - JL. SULAWESI;192,24043788000;0+000;0+100;sedang;beton;6
484;4084 - JL. SUMBAWA;212,44624901900;0+000;0+100;sedang;beton;6
485;4084 - JL. SUMBAWA;212,44624901900;0+200;0+212;sedang;beton;6
486;4085 - JL. CENDRAWASIH;385,05539182300;0+000;0+100;sedang;beton;6
487;4085 - JL. CENDRAWASIH;385,05539182300;0+100;0+200;sedang;beton;6
488;4085 - JL. CENDRAWASIH;385,05539182300;0+300;0+385;sedang;beton;6
489;4086 - JL. RAJAWALI;694,68675667100;0+000;0+100;sedang;beton;6
490;4086 - JL. RAJAWALI;694,68675667100;0+100;0+200;sedang;beton;6
491;4086 - JL. RAJAWALI;694,68675667100;0+200;0+300;sedang;beton;6
492;4086 - JL. RAJAWALI;694,68675667100;0+300;0+400;sedang;beton;6
493;4086 - JL. RAJAWALI;694,68675667100;0+400;0+500;sedang;beton;6
494;4086 - JL. RAJAWALI;694,68675667100;0+600;0+694;sedang;beton;6
495;4087 - JL. MENUR;319,35300893800;0+000;0+100;sedang;beton;6
496;4087 - JL. MENUR;319,35300893800;0+100;0+200;sedang;beton;6
497;4087 - JL. MENUR;319,35300893800;0+300;0+319;sedang;beton;6
498;4088 - JL. NIAS;285,03591913600;0+000;0+100;sedang;beton;6
499;4088 - JL. NIAS;285,03591913600;0+200;0+285;sedang;beton;6
500;4089 - JL. KENARI;657,00116993000;0+000;0+100;sedang;beton;6
501;4089 - JL. KENARI;657,00116993000;0+100;0+200;sedang;beton;6
502;4089 - JL. KENARI;657,00116993000;0+200;0+300;sedang;beton;6
503;4089 - JL. KENARI;657,00116993000;0+300;0+400;sedang;beton;6
504;4089 - JL. KENARI;657,00116993000;0+400;0+500;sedang;beton;6
505;4089 - JL. KENARI;657,00116993000;0+600;0+657;sedang;beton;6
506;4090 - JL. PARKIT;291,26954464800;0+000;0+100;sedang;beton;6
507;4090 - JL. PARKIT;291,26954464800;0+200;0+291;sedang;beton;6
508;4091 - JL. BETET;797,86521984500;0+000;0+100;sedang;beton;6
509;4091 - JL. BETET;797,86521984500;0+100;0+200;sedang;beton;6
510;4091 - JL. BETET;797,86521984500;0+200;0+300;sedang;beton;6
511;4091 - JL. BETET;797,86521984500;0+300;0+400;sedang;beton;6
512;4091 - JL. BETET;797,86521984500;0+400;0+500;sedang;beton;6
513;4091 - JL. BETET;797,86521984500;0+500;0+600;sedang;beton;6
514;4091 - JL. BETET;797,86521984500;0+700;0+797;sedang;beton;6
515;4092 - JL. SRITI;592,57136006800;0+000;0+100;sedang;beton;6
516;4092 - JL. SRITI;592,57136006800;0+100;0+200;sedang;beton;6
517;4092 - JL. SRITI;592,57136006800;0+200;0+300;sedang;beton;6
518;4092 - JL. SRITI;592,57136006800;0+300;0+400;sedang;beton;6
519;4092 - JL. SRITI;592,57136006800;0+500;0+592;sedang;beton;6
520;4094 - JL. CEMPAKA II;128,91534048900;0+000;0+100;sedang;beton;6
521;4095 - JL. CEMPAKA III;153,06134520100;0+000;0+100;sedang;beton;6
522;4097 - JL. ANGGREK II;197,97097587100;0+000;0+100;sedang;beton;6
523;4098 - JL. JUANDA;2348,19164622000;0+000;0+100;sedang;beton;6
524;4098 - JL. JUANDA;2348,19164622000;0+100;0+200;sedang;beton;6
525;4098 - JL. JUANDA;2348,19164622000;0+200;0+300;sedang;beton;6
526;4098 - JL. JUANDA;2348,19164622000;0+300;0+400;sedang;beton;6
527;4098 - JL. JUANDA;2348,19164622000;0+400;0+500;sedang;beton;6
528;4098 - JL. JUANDA;2348,19164622000;0+500;0+600;sedang;beton;6
529;4098 - JL. JUANDA;2348,19164622000;0+600;0+700;sedang;beton;6
530;4098 - JL. JUANDA;2348,19164622000;0+700;0+800;sedang;beton;6
531;4098 - JL. JUANDA;2348,19164622000;0+800;0+900;sedang;beton;6
532;4098 - JL. JUANDA;2348,19164622000;0+900;1+000;sedang;beton;6
533;4098 - JL. JUANDA;2348,19164622000;1+000;1+100;sedang;beton;6
534;4098 - JL. JUANDA;2348,19164622000;1+100;1+200;sedang;beton;6
535;4098 - JL. JUANDA;2348,19164622000;1+200;1+300;sedang;beton;6
536;4098 - JL. JUANDA;2348,19164622000;1+300;1+400;sedang;beton;6
537;4098 - JL. JUANDA;2348,19164622000;1+400;1+500;sedang;beton;6
538;4098 - JL. JUANDA;2348,19164622000;1+500;1+600;sedang;beton;6
539;4098 - JL. JUANDA;2348,19164622000;1+600;1+700;sedang;beton;6
540;4098 - JL. JUANDA;2348,19164622000;1+700;1+800;sedang;beton;6
541;4098 - JL. JUANDA;2348,19164622000;1+800;1+900;sedang;beton;6
542;4098 - JL. JUANDA;2348,19164622000;1+900;2+000;sedang;beton;6
543;4098 - JL. JUANDA;2348,19164622000;2+000;2+100;sedang;beton;6
544;4098 - JL. JUANDA;2348,19164622000;2+100;2+200;sedang;beton;6
545;4098 - JL. JUANDA;2348,19164622000;2+300;2+348;sedang;beton;6
546;4099 - JL. PROGO;678,32983934200;0+000;0+100;sedang;beton;6
547;4099 - JL. PROGO;678,32983934200;0+100;0+200;sedang;beton;6
548;4099 - JL. PROGO;678,32983934200;0+200;0+300;sedang;beton;6
549;4099 - JL. PROGO;678,32983934200;0+300;0+400;sedang;beton;6
550;4099 - JL. PROGO;678,32983934200;0+400;0+500;sedang;beton;6
551;4099 - JL. PROGO;678,32983934200;0+600;0+678;sedang;beton;6
552;4101 - JL. RUSUNAWA;286,27587689900;0+000;0+100;sedang;beton;6
553;4101 - JL. RUSUNAWA;286,27587689900;0+200;0+286;sedang;beton;6
554;4102 - JL. MERPATI (MEJAYAN);258,00740021800;0+000;0+100;sedang;beton;6
555;4102 - JL. MERPATI (MEJAYAN);258,00740021800;0+200;0+258;sedang;beton;6
556;4103 - JL. IRIAN JAYA;439,90107498900;0+000;0+100;sedang;beton;6
557;4103 - JL. IRIAN JAYA;439,90107498900;0+100;0+200;sedang;beton;6
558;4103 - JL. IRIAN JAYA;439,90107498900;0+200;0+300;sedang;beton;6
559;4103 - JL. IRIAN JAYA;439,90107498900;0+400;0+439;sedang;beton;6
560;4104 - JL. PRAWIRO DIPURAN;360,67387664600;0+000;0+100;sedang;beton;6
561;4104 - JL. PRAWIRO DIPURAN;360,67387664600;0+100;0+200;sedang;beton;6
562;4104 - JL. PRAWIRO DIPURAN;360,67387664600;0+300;0+360;sedang;beton;6
563;4105 - JL. KURMA RAJA;466,72191802300;0+000;0+100;sedang;beton;6
564;4105 - JL. KURMA RAJA;466,72191802300;0+100;0+200;sedang;beton;6
565;4105 - JL. KURMA RAJA;466,72191802300;0+200;0+300;sedang;beton;6
566;4105 - JL. KURMA RAJA;466,72191802300;0+400;0+466;sedang;beton;6
567;4201 - JL. NGAGEL;1325,85497889000;0+000;0+100;sedang;beton;6
568;4201 - JL. NGAGEL;1325,85497889000;0+100;0+200;sedang;beton;6
569;4201 - JL. NGAGEL;1325,85497889000;0+200;0+300;sedang;beton;6
570;4201 - JL. NGAGEL;1325,85497889000;0+300;0+400;sedang;beton;6
571;4201 - JL. NGAGEL;1325,85497889000;0+400;0+500;sedang;beton;6
572;4201 - JL. NGAGEL;1325,85497889000;0+500;0+600;sedang;beton;6
573;4201 - JL. NGAGEL;1325,85497889000;0+600;0+700;sedang;beton;6
574;4201 - JL. NGAGEL;1325,85497889000;0+700;0+800;sedang;beton;6
575;4201 - JL. NGAGEL;1325,85497889000;0+800;0+900;sedang;beton;6
576;4201 - JL. NGAGEL;1325,85497889000;0+900;1+000;sedang;beton;6
577;4201 - JL. NGAGEL;1325,85497889000;1+000;1+100;sedang;beton;6
578;4201 - JL. NGAGEL;1325,85497889000;1+100;1+200;sedang;beton;6
579;4201 - JL. NGAGEL;1325,85497889000;1+300;1+325;sedang;beton;6
580;4202 - JL. JANOKO;1132,68715871000;0+000;0+100;sedang;beton;6
581;4202 - JL. JANOKO;1132,68715871000;0+100;0+200;sedang;beton;6
582;4202 - JL. JANOKO;1132,68715871000;0+200;0+300;sedang;beton;6
583;4202 - JL. JANOKO;1132,68715871000;0+300;0+400;sedang;beton;6
584;4202 - JL. JANOKO;1132,68715871000;0+400;0+500;sedang;beton;6
585;4202 - JL. JANOKO;1132,68715871000;0+500;0+600;sedang;beton;6
586;4202 - JL. JANOKO;1132,68715871000;0+600;0+700;sedang;beton;6
587;4202 - JL. JANOKO;1132,68715871000;0+700;0+800;sedang;beton;6
588;4202 - JL. JANOKO;1132,68715871000;0+800;0+900;sedang;beton;6
589;4202 - JL. JANOKO;1132,68715871000;0+900;1+000;sedang;beton;6
590;4202 - JL. JANOKO;1132,68715871000;1+100;1+132;sedang;beton;6
591;4203 - JL. SEDAH;1862,65725332000;0+000;0+100;sedang;beton;6
592;4203 - JL. SEDAH;1862,65725332000;0+100;0+200;sedang;beton;6
593;4203 - JL. SEDAH;1862,65725332000;0+200;0+300;sedang;beton;6
594;4203 - JL. SEDAH;1862,65725332000;0+300;0+400;sedang;beton;6
595;4203 - JL. SEDAH;1862,65725332000;0+400;0+500;sedang;beton;6
596;4203 - JL. SEDAH;1862,65725332000;0+500;0+600;sedang;beton;6
597;4203 - JL. SEDAH;1862,65725332000;0+600;0+700;sedang;beton;6
598;4203 - JL. SEDAH;1862,65725332000;0+700;0+800;sedang;beton;6
599;4203 - JL. SEDAH;1862,65725332000;0+800;0+900;sedang;beton;6
600;4203 - JL. SEDAH;1862,65725332000;0+900;1+000;sedang;beton;6
601;4203 - JL. SEDAH;1862,65725332000;1+000;1+100;sedang;beton;6
602;4203 - JL. SEDAH;1862,65725332000;1+100;1+200;sedang;beton;6
603;4203 - JL. SEDAH;1862,65725332000;1+200;1+300;sedang;beton;6
604;4203 - JL. SEDAH;1862,65725332000;1+300;1+400;sedang;beton;6
605;4203 - JL. SEDAH;1862,65725332000;1+400;1+500;sedang;beton;6
606;4203 - JL. SEDAH;1862,65725332000;1+500;1+600;sedang;beton;6
607;4203 - JL. SEDAH;1862,65725332000;1+600;1+700;sedang;beton;6
608;4203 - JL. SEDAH;1862,65725332000;1+800;1+862;sedang;beton;6
609;4204 - JL. SASONO LOYO;521,67098022900;0+000;0+100;sedang;beton;6
610;4204 - JL. SASONO LOYO;521,67098022900;0+100;0+200;sedang;beton;6
611;4204 - JL. SASONO LOYO;521,67098022900;0+200;0+300;sedang;beton;6
612;4204 - JL. SASONO LOYO;521,67098022900;0+300;0+400;sedang;beton;6
613;4204 - JL. SASONO LOYO;521,67098022900;0+500;0+521;sedang;beton;6
614;4205 - JL. KEBODALEM;531,35360653700;0+000;0+100;sedang;beton;6
615;4205 - JL. KEBODALEM;531,35360653700;0+100;0+200;sedang;beton;6
616;4205 - JL. KEBODALEM;531,35360653700;0+200;0+300;sedang;beton;6
617;4205 - JL. KEBODALEM;531,35360653700;0+300;0+400;sedang;beton;6
618;4205 - JL. KEBODALEM;531,35360653700;0+500;0+531;sedang;beton;6
619;4206 - JL. SIDODADI;462,79544994400;0+000;0+100;sedang;beton;6
620;4206 - JL. SIDODADI;462,79544994400;0+100;0+200;sedang;beton;6
621;4206 - JL. SIDODADI;462,79544994400;0+200;0+300;sedang;beton;6
622;4206 - JL. SIDODADI;462,79544994400;0+400;0+462;sedang;beton;6
623;4207 - JL. TEGALREJO;2332,83407444000;0+000;0+100;sedang;beton;6
624;4207 - JL. TEGALREJO;2332,83407444000;0+100;0+200;sedang;beton;6
625;4207 - JL. TEGALREJO;2332,83407444000;0+200;0+300;sedang;beton;6
626;4207 - JL. TEGALREJO;2332,83407444000;0+300;0+400;sedang;beton;6
627;4207 - JL. TEGALREJO;2332,83407444000;0+400;0+500;sedang;beton;6
628;4207 - JL. TEGALREJO;2332,83407444000;0+500;0+600;sedang;beton;6
629;4207 - JL. TEGALREJO;2332,83407444000;0+600;0+700;sedang;beton;6
630;4207 - JL. TEGALREJO;2332,83407444000;0+700;0+800;sedang;beton;6
631;4207 - JL. TEGALREJO;2332,83407444000;0+800;0+900;sedang;beton;6
632;4207 - JL. TEGALREJO;2332,83407444000;0+900;1+000;sedang;beton;6
633;4207 - JL. TEGALREJO;2332,83407444000;1+000;1+100;sedang;beton;6
634;4207 - JL. TEGALREJO;2332,83407444000;1+100;1+200;sedang;beton;6
635;4207 - JL. TEGALREJO;2332,83407444000;1+200;1+300;sedang;beton;6
636;4207 - JL. TEGALREJO;2332,83407444000;1+300;1+400;sedang;beton;6
637;4207 - JL. TEGALREJO;2332,83407444000;1+400;1+500;sedang;beton;6
638;4207 - JL. TEGALREJO;2332,83407444000;1+500;1+600;sedang;beton;6
639;4207 - JL. TEGALREJO;2332,83407444000;1+600;1+700;sedang;beton;6
640;4207 - JL. TEGALREJO;2332,83407444000;1+700;1+800;sedang;beton;6
641;4207 - JL. TEGALREJO;2332,83407444000;1+800;1+900;sedang;beton;6
642;4207 - JL. TEGALREJO;2332,83407444000;1+900;2+000;sedang;beton;6
643;4207 - JL. TEGALREJO;2332,83407444000;2+000;2+100;sedang;beton;6
644;4207 - JL. TEGALREJO;2332,83407444000;2+100;2+200;sedang;beton;6
645;4207 - JL. TEGALREJO;2332,83407444000;2+300;2+332;sedang;beton;6
646;4208 - JL. NGRAWAN II;1413,45276358000;0+000;0+100;sedang;beton;6
647;4208 - JL. NGRAWAN II;1413,45276358000;0+100;0+200;sedang;beton;6
648;4208 - JL. NGRAWAN II;1413,45276358000;0+200;0+300;sedang;beton;6
649;4208 - JL. NGRAWAN II;1413,45276358000;0+300;0+400;sedang;beton;6
650;4208 - JL. NGRAWAN II;1413,45276358000;0+400;0+500;sedang;beton;6
651;4208 - JL. NGRAWAN II;1413,45276358000;0+500;0+600;sedang;beton;6
652;4208 - JL. NGRAWAN II;1413,45276358000;0+600;0+700;sedang;beton;6
653;4208 - JL. NGRAWAN II;1413,45276358000;0+700;0+800;sedang;beton;6
654;4208 - JL. NGRAWAN II;1413,45276358000;0+800;0+900;sedang;beton;6
655;4208 - JL. NGRAWAN II;1413,45276358000;0+900;1+000;sedang;beton;6
656;4208 - JL. NGRAWAN II;1413,45276358000;1+000;1+100;sedang;beton;6
657;4208 - JL. NGRAWAN II;1413,45276358000;1+100;1+200;sedang;beton;6
658;4208 - JL. NGRAWAN II;1413,45276358000;1+200;1+300;sedang;beton;6
659;4208 - JL. NGRAWAN II;1413,45276358000;1+400;1+400;sedang;beton;6
660;4209 - JL. KEMANTREN;826,44605615700;0+000;0+100;sedang;beton;6
661;4209 - JL. KEMANTREN;826,44605615700;0+100;0+200;sedang;beton;6
662;4209 - JL. KEMANTREN;826,44605615700;0+200;0+300;sedang;beton;6
663;4209 - JL. KEMANTREN;826,44605615700;0+300;0+400;sedang;beton;6
