FID;Name;Panjang;STA_AWAL;STA_AKHIR;Kondisi;Tipe_Perke;Lebar_STA
995;4313 - JL. SWASEMBADA;263,43414567200;0+200;0+263;RR;beton;7
996;4314 - JL. KANAL TIMUR;1094,12449977000;0+000;0+100;RR;beton;7
997;4314 - JL. KANAL TIMUR;1094,12449977000;0+100;0+200;RR;beton;7
998;4314 - JL. KANAL TIMUR;1094,12449977000;0+200;0+300;RR;beton;7
999;4314 - JL. KANAL TIMUR;1094,12449977000;0+300;0+400;RR;beton;7
1000;4314 - JL. KANAL TIMUR;1094,12449977000;0+400;0+500;RR;beton;7
1001;4314 - JL. KANAL TIMUR;1094,12449977000;0+500;0+600;RR;beton;7
1002;4314 - JL. KANAL TIMUR;1094,12449977000;0+600;0+700;RR;beton;7
1003;4314 - JL. KANAL TIMUR;1094,12449977000;0+700;0+800;RR;beton;7
1004;4314 - JL. KANAL TIMUR;1094,12449977000;0+800;0+900;RR;beton;7
1005;4314 - JL. KANAL TIMUR;1094,12449977000;1+000;1+094;RR;beton;7
1006;4315 - JL. SETYA DARMA;667,64032957900;0+000;0+100;RR;beton;7
1007;4315 - JL. SETYA DARMA;667,64032957900;0+100;0+200;RR;beton;7
1008;4315 - JL. SETYA DARMA;667,64032957900;0+200;0+300;RR;beton;7
1009;4315 - JL. SETYA DARMA;667,64032957900;0+300;0+400;RR;beton;7
1010;4315 - JL. SETYA DARMA;667,64032957900;0+400;0+500;RR;beton;7
1011;4315 - JL. SETYA DARMA;667,64032957900;0+600;0+667;RR;beton;7
1012;4064 - JL. CAKRANINGRAT;1026,70045281000;0+000;0+100;RR;beton;7
1013;4064 - JL. CAKRANINGRAT;1026,70045281000;0+100;0+200;RR;beton;7
1014;4064 - JL. CAKRANINGRAT;1026,70045281000;0+200;0+300;RR;beton;7
1015;4064 - JL. CAKRANINGRAT;1026,70045281000;0+300;0+400;RR;beton;7
1016;4064 - JL. CAKRANINGRAT;1026,70045281000;0+400;0+500;RR;beton;7
1017;4064 - JL. CAKRANINGRAT;1026,70045281000;0+500;0+600;RR;beton;7
1018;4064 - JL. CAKRANINGRAT;1026,70045281000;0+600;0+700;RR;beton;7
1019;4064 - JL. CAKRANINGRAT;1026,70045281000;0+700;0+800;RR;beton;7
1020;4064 - JL. CAKRANINGRAT;1026,70045281000;0+800;0+900;RR;beton;7
1021;4064 - JL. CAKRANINGRAT;1026,70045281000;0+900;1+000;RR;beton;7
1022;4064 - JL. CAKRANINGRAT;1026,70045281000;1+000;1+026;RR;beton;7
1023;4070 - JL. WIBOWO;414,18724081800;0+300;0+400;RR;beton;7
1024;4070 - JL. WIBOWO;414,18724081800;0+000;0+100;RR;beton;7
1025;4070 - JL. WIBOWO;414,18724081800;0+100;0+200;RR;beton;7
1026;4070 - JL. WIBOWO;414,18724081800;0+200;0+300;RR;beton;7
1027;4070 - JL. WIBOWO;414,18724081800;0+400;0+414;RR;beton;7
1028;4093 - JL. CEMPAKA I;62,05164132760;0+000;0+062;RR;beton;7
1029;4066 - JL. MERPATI (BALEREJO);576,29479937600;0+000;0+100;RR;beton;7
1030;4066 - JL. MERPATI (BALEREJO);576,29479937600;0+100;0+200;RR;beton;7
1031;4066 - JL. MERPATI (BALEREJO);576,29479937600;0+200;0+300;RR;beton;7
1032;4066 - JL. MERPATI (BALEREJO);576,29479937600;0+300;0+400;RR;beton;7
1033;4066 - JL. MERPATI (BALEREJO);576,29479937600;0+400;0+500;RR;beton;7
1034;4066 - JL. MERPATI (BALEREJO);576,29479937600;0+500;0+576;RR;beton;7
